track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr8	79894557	79968859	BLOCK_0000054	0	+	0	0	243,45,45
chr8	60788642	60862413	BLOCK_0000055	0	+	0	0	238,68,68
chr8	111623556	111697169	BLOCK_0000056	0	+	0	0	243,45,45
chr8	42701064	42773824	BLOCK_0000057	0	+	0	0	243,45,45
chr8	50714425	50785702	BLOCK_0000058	0	+	0	0	243,45,45
chr8	52719829	52790996	BLOCK_0000059	0	+	0	0	232,90,90
chr8	67867778	67938924	BLOCK_0000060	0	+	0	0	238,68,68
chr8	49969629	50040607	BLOCK_0000061	0	+	0	0	243,45,45
chr8	109517114	109587774	BLOCK_0000062	0	+	0	0	238,68,68
chr8	81008234	81078625	BLOCK_0000063	0	+	0	0	232,90,90
chr8	100596021	100666259	BLOCK_0000064	0	+	0	0	243,45,45
chr8	125046232	125116233	BLOCK_0000065	0	+	0	0	232,90,90
chr8	91715028	91784927	BLOCK_0000066	0	+	0	0	243,45,45
chr8	47182457	47252183	BLOCK_0000067	0	+	0	0	238,68,68
chr8	106807400	106877035	BLOCK_0000068	0	+	0	0	238,68,68
chr8	127084742	127154286	BLOCK_0000069	0	+	0	0	243,45,45
chr8	83350729	83420193	BLOCK_0000070	0	+	0	0	238,68,68
chr8	54197607	54267021	BLOCK_0000071	0	+	0	0	232,90,90
chr8	57241406	57310789	BLOCK_0000072	0	+	0	0	238,68,68
chr8	66681062	66750427	BLOCK_0000073	0	+	0	0	238,68,68
chr8	62528414	62597687	BLOCK_0000074	0	+	0	0	243,45,45
chr8	112505403	112574393	BLOCK_0000075	0	+	0	0	238,68,68
chr8	108001882	108070192	BLOCK_0000076	0	+	0	0	238,68,68
chr8	109776218	109844487	BLOCK_0000077	0	+	0	0	243,45,45
chr8	90254348	90321647	BLOCK_0000078	0	+	0	0	232,90,90
chr8	105491995	105558824	BLOCK_0000079	0	+	0	0	238,68,68
chr8	49142842	49209616	BLOCK_0000080	0	+	0	0	238,68,68
chr8	63055668	63122423	BLOCK_0000081	0	+	0	0	238,68,68
chr8	59435884	59502535	BLOCK_0000082	0	+	0	0	238,68,68
chr8	95495581	95562177	BLOCK_0000083	0	+	0	0	238,68,68
chr8	109447132	109513556	BLOCK_0000084	0	+	0	0	232,90,90
chr8	93382399	93448756	BLOCK_0000085	0	+	0	0	238,68,68
chr8	109273306	109339587	BLOCK_0000086	0	+	0	0	243,45,45
chr8	100137067	100202970	BLOCK_0000087	0	+	0	0	243,45,45
chr8	36642472	36708190	BLOCK_0000088	0	+	0	0	238,68,68
chr8	100521588	100587215	BLOCK_0000089	0	+	0	0	238,68,68
chr8	51236428	51301962	BLOCK_0000090	0	+	0	0	232,90,90
chr8	51760410	51825916	BLOCK_0000091	0	+	0	0	238,68,68
chr8	109365216	109430722	BLOCK_0000092	0	+	0	0	243,45,45
chr8	71073672	71138299	BLOCK_0000093	0	+	0	0	249,22,22
chr8	63516962	63581067	BLOCK_0000094	0	+	0	0	238,68,68
chr8	52592377	52656460	BLOCK_0000095	0	+	0	0	238,68,68
chr8	109595712	109659692	BLOCK_0000096	0	+	0	0	243,45,45
chr8	50525356	50589293	BLOCK_0000097	0	+	0	0	238,68,68
chr8	104824614	104888463	BLOCK_0000098	0	+	0	0	243,45,45
chr8	78897797	78960780	BLOCK_0000099	0	+	0	0	243,45,45
chr8	65196279	65259103	BLOCK_0000100	0	+	0	0	243,45,45
chr8	47935912	47998624	BLOCK_0000101	0	+	0	0	232,90,90
chr8	76886141	76948449	BLOCK_0000102	0	+	0	0	243,45,45
chr8	71770641	71832853	BLOCK_0000103	0	+	0	0	238,68,68
chr8	116695112	116757188	BLOCK_0000104	0	+	0	0	243,45,45
chr8	91557038	91619074	BLOCK_0000105	0	+	0	0	243,45,45
chr8	58055269	58116696	BLOCK_0000106	0	+	0	0	232,90,90
chr8	51483549	51544972	BLOCK_0000107	0	+	0	0	232,90,90
chr8	78093837	78155141	BLOCK_0000108	0	+	0	0	238,68,68
chr8	51696192	51757440	BLOCK_0000109	0	+	0	0	238,68,68
chr8	69438558	69499768	BLOCK_0000110	0	+	0	0	238,68,68
chr8	30677577	30738631	BLOCK_0000111	0	+	0	0	249,22,22
chr8	84856648	84917217	BLOCK_0000112	0	+	0	0	243,45,45
chr8	85191825	85252368	BLOCK_0000113	0	+	0	0	243,45,45
chr8	126805819	126866173	BLOCK_0000114	0	+	0	0	243,45,45
chr8	83130052	83189990	BLOCK_0000115	0	+	0	0	243,45,45
chr8	118110584	118170252	BLOCK_0000116	0	+	0	0	243,45,45
chr8	24147163	24206426	BLOCK_0000117	0	+	0	0	238,68,68
chr8	73537411	73596566	BLOCK_0000118	0	+	0	0	243,45,45
chr8	140524716	140583863	BLOCK_0000119	0	+	0	0	232,90,90
chr8	96000919	96060035	BLOCK_0000120	0	+	0	0	243,45,45
chr8	32698951	32758053	BLOCK_0000121	0	+	0	0	238,68,68
chr8	76597078	76656043	BLOCK_0000122	0	+	0	0	243,45,45
chr8	100228656	100287579	BLOCK_0000123	0	+	0	0	238,68,68
chr8	97401862	97460658	BLOCK_0000124	0	+	0	0	238,68,68
chr8	52091026	52149784	BLOCK_0000125	0	+	0	0	238,68,68
chr8	112677701	112736361	BLOCK_0000126	0	+	0	0	232,90,90
chr8	83806789	83865438	BLOCK_0000127	0	+	0	0	249,22,22
chr8	42548239	42606851	BLOCK_0000128	0	+	0	0	243,45,45
chr8	114457117	114515661	BLOCK_0000129	0	+	0	0	243,45,45
chr8	74697660	74756122	BLOCK_0000130	0	+	0	0	238,68,68
chr8	48396279	48454711	BLOCK_0000131	0	+	0	0	249,22,22
chr8	62913355	62971771	BLOCK_0000132	0	+	0	0	238,68,68
chr8	36331445	36389848	BLOCK_0000133	0	+	0	0	249,22,22
chr8	86163487	86221809	BLOCK_0000134	0	+	0	0	243,45,45
chr8	130293776	130352046	BLOCK_0000135	0	+	0	0	232,90,90
chr8	111317482	111375678	BLOCK_0000136	0	+	0	0	243,45,45
chr8	108694301	108752477	BLOCK_0000137	0	+	0	0	238,68,68
chr8	24325026	24383186	BLOCK_0000138	0	+	0	0	243,45,45
chr8	41991348	42049368	BLOCK_0000139	0	+	0	0	243,45,45
chr8	34896801	34954733	BLOCK_0000140	0	+	0	0	232,90,90
chr8	106426463	106484272	BLOCK_0000141	0	+	0	0	249,22,22
chr8	116877150	116934737	BLOCK_0000142	0	+	0	0	243,45,45
chr8	42801679	42859133	BLOCK_0000143	0	+	0	0	243,45,45
chr8	60209436	60266726	BLOCK_0000144	0	+	0	0	243,45,45
chr8	101169907	101227024	BLOCK_0000145	0	+	0	0	238,68,68
chr8	85818440	85875499	BLOCK_0000146	0	+	0	0	243,45,45
chr8	54336642	54393695	BLOCK_0000147	0	+	0	0	232,90,90
chr8	132016011	132073051	BLOCK_0000148	0	+	0	0	243,45,45
chr8	58523700	58580573	BLOCK_0000149	0	+	0	0	243,45,45
chr8	98522123	98578922	BLOCK_0000150	0	+	0	0	238,68,68
chr8	39617681	39674255	BLOCK_0000151	0	+	0	0	238,68,68
chr8	117022395	117078892	BLOCK_0000152	0	+	0	0	238,68,68
chr8	56913220	56969683	BLOCK_0000153	0	+	0	0	238,68,68
chr8	53757753	53814090	BLOCK_0000154	0	+	0	0	238,68,68
chr8	49375936	49432152	BLOCK_0000155	0	+	0	0	249,22,22
chr8	30024341	30080447	BLOCK_0000156	0	+	0	0	249,22,22
chr8	52174482	52230444	BLOCK_0000157	0	+	0	0	243,45,45
chr8	25383444	25439380	BLOCK_0000158	0	+	0	0	243,45,45
chr8	47001431	47057360	BLOCK_0000159	0	+	0	0	243,45,45
chr8	121710942	121766854	BLOCK_0000160	0	+	0	0	243,45,45
chr8	91113896	91169262	BLOCK_0000161	0	+	0	0	243,45,45
chr8	54465758	54520790	BLOCK_0000162	0	+	0	0	238,68,68
chr8	105085636	105140610	BLOCK_0000163	0	+	0	0	243,45,45
chr8	120403627	120458587	BLOCK_0000164	0	+	0	0	249,22,22
chr8	83730410	83785158	BLOCK_0000165	0	+	0	0	243,45,45
chr8	60664974	60719673	BLOCK_0000166	0	+	0	0	243,45,45
chr8	84157833	84212419	BLOCK_0000167	0	+	0	0	238,68,68
chr8	92672870	92727447	BLOCK_0000168	0	+	0	0	238,68,68
chr8	36925165	36979496	BLOCK_0000169	0	+	0	0	243,45,45
chr8	90952209	91006333	BLOCK_0000170	0	+	0	0	243,45,45
chr8	87245044	87299072	BLOCK_0000171	0	+	0	0	243,45,45
chr8	106174900	106228851	BLOCK_0000172	0	+	0	0	243,45,45
chr8	90735889	90789711	BLOCK_0000173	0	+	0	0	243,45,45
chr8	88253911	88307643	BLOCK_0000174	0	+	0	0	232,90,90
chr8	35036587	35090312	BLOCK_0000175	0	+	0	0	243,45,45
chr8	33581704	33635125	BLOCK_0000176	0	+	0	0	243,45,45
chr8	80426044	80479421	BLOCK_0000177	0	+	0	0	243,45,45
chr8	48071527	48124855	BLOCK_0000178	0	+	0	0	249,22,22
chr8	50797332	50850385	BLOCK_0000179	0	+	0	0	243,45,45
chr8	60732791	60785667	BLOCK_0000180	0	+	0	0	243,45,45
chr8	60903659	60956071	BLOCK_0000181	0	+	0	0	238,68,68
chr8	97855207	97907616	BLOCK_0000182	0	+	0	0	243,45,45
chr8	63599670	63651825	BLOCK_0000183	0	+	0	0	243,45,45
chr8	33920410	33972503	BLOCK_0000184	0	+	0	0	243,45,45
chr8	85477236	85529308	BLOCK_0000185	0	+	0	0	243,45,45
chr8	79499641	79551567	BLOCK_0000186	0	+	0	0	243,45,45
chr8	123118352	123170223	BLOCK_0000187	0	+	0	0	243,45,45
chr8	85987422	86039213	BLOCK_0000188	0	+	0	0	243,45,45
chr8	115519597	115571270	BLOCK_0000189	0	+	0	0	243,45,45
chr8	115195537	115247139	BLOCK_0000190	0	+	0	0	243,45,45
chr8	108564088	108615517	BLOCK_0000191	0	+	0	0	238,68,68
chr8	113424872	113476248	BLOCK_0000192	0	+	0	0	238,68,68
chr8	82544274	82595445	BLOCK_0000193	0	+	0	0	243,45,45
chr8	114730719	114781861	BLOCK_0000194	0	+	0	0	243,45,45
chr8	132567309	132618291	BLOCK_0000195	0	+	0	0	243,45,45
chr8	108938899	108989834	BLOCK_0000196	0	+	0	0	243,45,45
chr8	66589213	66640090	BLOCK_0000197	0	+	0	0	243,45,45
chr8	95821289	95872136	BLOCK_0000198	0	+	0	0	243,45,45
chr8	90391904	90442540	BLOCK_0000199	0	+	0	0	243,45,45
chr8	105602964	105653367	BLOCK_0000200	0	+	0	0	249,22,22
chr8	124425235	124475603	BLOCK_0000201	0	+	0	0	232,90,90
chr8	62398542	62448878	BLOCK_0000202	0	+	0	0	243,45,45
chr8	140161556	140211626	BLOCK_0000203	0	+	0	0	238,68,68
chr8	49216275	49266327	BLOCK_0000204	0	+	0	0	243,45,45
chr8	118059330	118109342	BLOCK_0000205	0	+	0	0	249,22,22
chr8	82814014	82863899	BLOCK_0000206	0	+	0	0	243,45,45
chr8	53163528	53213361	BLOCK_0000207	0	+	0	0	243,45,45
chr8	55613902	55663645	BLOCK_0000208	0	+	0	0	243,45,45
chr8	91406261	91455931	BLOCK_0000209	0	+	0	0	238,68,68
chr8	71164680	71214283	BLOCK_0000210	0	+	0	0	243,45,45
chr8	64298216	64347672	BLOCK_0000211	0	+	0	0	243,45,45
chr8	75893584	75943021	BLOCK_0000212	0	+	0	0	243,45,45
chr8	141939570	141988944	BLOCK_0000213	0	+	0	0	243,45,45
chr8	95675372	95724648	BLOCK_0000214	0	+	0	0	238,68,68
chr8	110450092	110499344	BLOCK_0000215	0	+	0	0	243,45,45
chr8	51122636	51171867	BLOCK_0000216	0	+	0	0	238,68,68
chr8	81391683	81440788	BLOCK_0000217	0	+	0	0	243,45,45
chr8	30362627	30411498	BLOCK_0000218	0	+	0	0	243,45,45
chr8	27126551	27175308	BLOCK_0000219	0	+	0	0	243,45,45
chr8	138715244	138764001	BLOCK_0000220	0	+	0	0	243,45,45
chr8	71922139	71970809	BLOCK_0000221	0	+	0	0	243,45,45
chr8	79699029	79747691	BLOCK_0000222	0	+	0	0	249,22,22
chr8	111522935	111571550	BLOCK_0000223	0	+	0	0	243,45,45
chr8	88340865	88389411	BLOCK_0000224	0	+	0	0	238,68,68
chr8	115649176	115697716	BLOCK_0000225	0	+	0	0	243,45,45
chr8	138461033	138509550	BLOCK_0000226	0	+	0	0	243,45,45
chr8	92069653	92118094	BLOCK_0000227	0	+	0	0	249,22,22
chr8	109186398	109234825	BLOCK_0000228	0	+	0	0	238,68,68
chr8	66199103	66247443	BLOCK_0000229	0	+	0	0	243,45,45
chr8	124776245	124824581	BLOCK_0000230	0	+	0	0	243,45,45
chr8	89763881	89811724	BLOCK_0000231	0	+	0	0	243,45,45
chr8	55015727	55063538	BLOCK_0000232	0	+	0	0	243,45,45
chr8	58148061	58195864	BLOCK_0000233	0	+	0	0	238,68,68
chr8	97685211	97732847	BLOCK_0000234	0	+	0	0	243,45,45
chr8	55865894	55913417	BLOCK_0000235	0	+	0	0	243,45,45
chr8	19871320	19918841	BLOCK_0000236	0	+	0	0	243,45,45
chr8	116461276	116508778	BLOCK_0000237	0	+	0	0	243,45,45
chr8	129394611	129441956	BLOCK_0000238	0	+	0	0	243,45,45
chr8	100302774	100350083	BLOCK_0000239	0	+	0	0	243,45,45
chr8	34957305	35004513	BLOCK_0000240	0	+	0	0	249,22,22
chr8	55915631	55962815	BLOCK_0000241	0	+	0	0	243,45,45
chr8	97940555	97987612	BLOCK_0000242	0	+	0	0	249,22,22
chr8	34792235	34839199	BLOCK_0000243	0	+	0	0	249,22,22
chr8	53918592	53965490	BLOCK_0000244	0	+	0	0	243,45,45
chr8	129855037	129901910	BLOCK_0000245	0	+	0	0	243,45,45
chr8	135795757	135842388	BLOCK_0000246	0	+	0	0	249,22,22
chr8	34147154	34193717	BLOCK_0000247	0	+	0	0	249,22,22
chr8	73076792	73123327	BLOCK_0000248	0	+	0	0	238,68,68
chr8	57381627	57428022	BLOCK_0000249	0	+	0	0	238,68,68
chr8	56672159	56718482	BLOCK_0000250	0	+	0	0	238,68,68
chr8	55721759	55767843	BLOCK_0000251	0	+	0	0	238,68,68
chr8	113145773	113191646	BLOCK_0000252	0	+	0	0	249,22,22
chr8	66902228	66948049	BLOCK_0000253	0	+	0	0	238,68,68
chr8	76656254	76702058	BLOCK_0000254	0	+	0	0	243,45,45
chr8	84576473	84622202	BLOCK_0000255	0	+	0	0	249,22,22
chr8	106610659	106656381	BLOCK_0000256	0	+	0	0	243,45,45
chr8	50313988	50359704	BLOCK_0000257	0	+	0	0	243,45,45
chr8	89633917	89679613	BLOCK_0000258	0	+	0	0	249,22,22
chr8	114268091	114313716	BLOCK_0000259	0	+	0	0	249,22,22
chr8	30296370	30341945	BLOCK_0000260	0	+	0	0	243,45,45
chr8	115958478	116004015	BLOCK_0000261	0	+	0	0	238,68,68
chr8	78046367	78091798	BLOCK_0000262	0	+	0	0	243,45,45
chr8	84520527	84565895	BLOCK_0000263	0	+	0	0	232,90,90
chr8	36789733	36835098	BLOCK_0000264	0	+	0	0	243,45,45
chr8	63653928	63699284	BLOCK_0000265	0	+	0	0	238,68,68
chr8	63157222	63202527	BLOCK_0000266	0	+	0	0	238,68,68
chr8	114410526	114455828	BLOCK_0000267	0	+	0	0	249,22,22
chr8	136583643	136628874	BLOCK_0000268	0	+	0	0	249,22,22
chr8	61000638	61045846	BLOCK_0000269	0	+	0	0	243,45,45
chr8	60372019	60417223	BLOCK_0000270	0	+	0	0	249,22,22
chr8	113561096	113606296	BLOCK_0000271	0	+	0	0	243,45,45
chr8	98473089	98518162	BLOCK_0000272	0	+	0	0	243,45,45
chr8	28209837	28254893	BLOCK_0000273	0	+	0	0	243,45,45
chr8	89687942	89732984	BLOCK_0000274	0	+	0	0	243,45,45
chr8	93137598	93182601	BLOCK_0000275	0	+	0	0	249,22,22
chr8	99801984	99846972	BLOCK_0000276	0	+	0	0	249,22,22
chr8	81091342	81136286	BLOCK_0000277	0	+	0	0	249,22,22
chr8	28785391	28830300	BLOCK_0000278	0	+	0	0	249,22,22
chr8	140354986	140399832	BLOCK_0000279	0	+	0	0	243,45,45
chr8	108128363	108173197	BLOCK_0000280	0	+	0	0	243,45,45
chr8	132168681	132213492	BLOCK_0000281	0	+	0	0	243,45,45
chr8	70654921	70699672	BLOCK_0000282	0	+	0	0	249,22,22
chr8	91992203	92036950	BLOCK_0000283	0	+	0	0	249,22,22
chr8	89915807	89960399	BLOCK_0000284	0	+	0	0	243,45,45
chr8	132977229	133021779	BLOCK_0000285	0	+	0	0	243,45,45
chr8	105900823	105945360	BLOCK_0000286	0	+	0	0	243,45,45
chr8	74489061	74533591	BLOCK_0000287	0	+	0	0	238,68,68
chr8	66985624	67030128	BLOCK_0000288	0	+	0	0	249,22,22
chr8	42942940	42987417	BLOCK_0000289	0	+	0	0	243,45,45
chr8	60519283	60563750	BLOCK_0000290	0	+	0	0	243,45,45
chr8	38173375	38217741	BLOCK_0000291	0	+	0	0	249,22,22
chr8	38924319	38968668	BLOCK_0000292	0	+	0	0	249,22,22
chr8	63883739	63928087	BLOCK_0000293	0	+	0	0	249,22,22
chr8	8855389	8899621	BLOCK_0000294	0	+	0	0	238,68,68
chr8	56129875	56174057	BLOCK_0000295	0	+	0	0	249,22,22
chr8	35259234	35303199	BLOCK_0000296	0	+	0	0	249,22,22
chr8	81710750	81754702	BLOCK_0000297	0	+	0	0	249,22,22
chr8	91023118	91067028	BLOCK_0000298	0	+	0	0	243,45,45
chr8	34840452	34884281	BLOCK_0000299	0	+	0	0	243,45,45
chr8	97274990	97318660	BLOCK_0000300	0	+	0	0	249,22,22
chr8	83465137	83508797	BLOCK_0000301	0	+	0	0	243,45,45
chr8	137985264	138028834	BLOCK_0000302	0	+	0	0	249,22,22
chr8	115405883	115449436	BLOCK_0000303	0	+	0	0	243,45,45
chr8	58200173	58243697	BLOCK_0000304	0	+	0	0	238,68,68
chr8	36738206	36781504	BLOCK_0000305	0	+	0	0	249,22,22
chr8	122139754	122183010	BLOCK_0000306	0	+	0	0	249,22,22
chr8	143705664	143748919	BLOCK_0000307	0	+	0	0	243,45,45
chr8	115799763	115842985	BLOCK_0000308	0	+	0	0	249,22,22
chr8	63947643	63990828	BLOCK_0000309	0	+	0	0	243,45,45
chr8	83208922	83252053	BLOCK_0000310	0	+	0	0	249,22,22
chr8	113873707	113916663	BLOCK_0000311	0	+	0	0	249,22,22
chr8	41327568	41370428	BLOCK_0000312	0	+	0	0	243,45,45
chr8	50660468	50703265	BLOCK_0000313	0	+	0	0	243,45,45
chr8	71694531	71737322	BLOCK_0000314	0	+	0	0	243,45,45
chr8	125965607	126008339	BLOCK_0000315	0	+	0	0	243,45,45
chr8	120744349	120787061	BLOCK_0000316	0	+	0	0	249,22,22
chr8	17193274	17235974	BLOCK_0000317	0	+	0	0	243,45,45
chr8	89269492	89312168	BLOCK_0000318	0	+	0	0	243,45,45
chr8	38489228	38531863	BLOCK_0000319	0	+	0	0	243,45,45
chr8	114000609	114043224	BLOCK_0000320	0	+	0	0	249,22,22
chr8	86942404	86985003	BLOCK_0000321	0	+	0	0	249,22,22
chr8	48232105	48274655	BLOCK_0000322	0	+	0	0	249,22,22
chr8	42112525	42155029	BLOCK_0000323	0	+	0	0	243,45,45
chr8	38621504	38663980	BLOCK_0000324	0	+	0	0	243,45,45
chr8	83953008	83995328	BLOCK_0000325	0	+	0	0	243,45,45
chr8	84756641	84798869	BLOCK_0000326	0	+	0	0	238,68,68
chr8	126019515	126061712	BLOCK_0000327	0	+	0	0	249,22,22
chr8	114537481	114579650	BLOCK_0000328	0	+	0	0	249,22,22
chr8	37276317	37318475	BLOCK_0000329	0	+	0	0	243,45,45
chr8	112071539	112113689	BLOCK_0000330	0	+	0	0	243,45,45
chr8	64960855	65002958	BLOCK_0000331	0	+	0	0	243,45,45
chr8	143781858	143823858	BLOCK_0000332	0	+	0	0	243,45,45
chr8	37223033	37264975	BLOCK_0000333	0	+	0	0	249,22,22
chr8	51188675	51230611	BLOCK_0000334	0	+	0	0	238,68,68
chr8	122737674	122779576	BLOCK_0000335	0	+	0	0	243,45,45
chr8	115360849	115402677	BLOCK_0000336	0	+	0	0	243,45,45
chr8	62972427	63014215	BLOCK_0000337	0	+	0	0	243,45,45
chr8	81757711	81799428	BLOCK_0000338	0	+	0	0	249,22,22
chr8	31208201	31249870	BLOCK_0000339	0	+	0	0	249,22,22
chr8	133929799	133971406	BLOCK_0000340	0	+	0	0	249,22,22
chr8	84309772	84351219	BLOCK_0000341	0	+	0	0	243,45,45
chr8	34566664	34608110	BLOCK_0000342	0	+	0	0	243,45,45
chr8	55824477	55865884	BLOCK_0000343	0	+	0	0	243,45,45
chr8	132112065	132153403	BLOCK_0000344	0	+	0	0	243,45,45
chr8	36533283	36574595	BLOCK_0000345	0	+	0	0	249,22,22
chr8	42864094	42905374	BLOCK_0000346	0	+	0	0	249,22,22
chr8	77284130	77325204	BLOCK_0000347	0	+	0	0	243,45,45
chr8	84668737	84709765	BLOCK_0000348	0	+	0	0	249,22,22
chr8	51605780	51646770	BLOCK_0000349	0	+	0	0	243,45,45
chr8	110027347	110068319	BLOCK_0000350	0	+	0	0	243,45,45
chr8	29901255	29942178	BLOCK_0000351	0	+	0	0	249,22,22
chr8	35323410	35364242	BLOCK_0000352	0	+	0	0	249,22,22
chr8	55090798	55131625	BLOCK_0000353	0	+	0	0	243,45,45
chr8	126315917	126356667	BLOCK_0000354	0	+	0	0	249,22,22
chr8	88149825	88190551	BLOCK_0000355	0	+	0	0	243,45,45
chr8	52004246	52044948	BLOCK_0000356	0	+	0	0	243,45,45
chr8	89547256	89587766	BLOCK_0000357	0	+	0	0	249,22,22
chr8	113609221	113649402	BLOCK_0000358	0	+	0	0	243,45,45
chr8	62855606	62895784	BLOCK_0000359	0	+	0	0	249,22,22
chr8	127025996	127066164	BLOCK_0000360	0	+	0	0	249,22,22
chr8	85594673	85634807	BLOCK_0000361	0	+	0	0	243,45,45
chr8	85394435	85434524	BLOCK_0000362	0	+	0	0	249,22,22
chr8	62783273	62823335	BLOCK_0000363	0	+	0	0	243,45,45
chr8	76491945	76531997	BLOCK_0000364	0	+	0	0	243,45,45
chr8	130855070	130895117	BLOCK_0000365	0	+	0	0	243,45,45
chr8	130718662	130758700	BLOCK_0000366	0	+	0	0	243,45,45
chr8	70117263	70157296	BLOCK_0000367	0	+	0	0	249,22,22
chr8	102773488	102813395	BLOCK_0000368	0	+	0	0	249,22,22
chr8	119213727	119253552	BLOCK_0000369	0	+	0	0	249,22,22
chr8	132361836	132401613	BLOCK_0000370	0	+	0	0	243,45,45
chr8	125514442	125554163	BLOCK_0000371	0	+	0	0	249,22,22
chr8	23746639	23786333	BLOCK_0000372	0	+	0	0	243,45,45
chr8	117765595	117805281	BLOCK_0000373	0	+	0	0	249,22,22
chr8	66772874	66812534	BLOCK_0000374	0	+	0	0	243,45,45
chr8	76989424	77029076	BLOCK_0000375	0	+	0	0	243,45,45
chr8	136369122	136408717	BLOCK_0000376	0	+	0	0	249,22,22
chr8	48772414	48812004	BLOCK_0000377	0	+	0	0	249,22,22
chr8	98047804	98087338	BLOCK_0000378	0	+	0	0	249,22,22
chr8	114224076	114263458	BLOCK_0000379	0	+	0	0	243,45,45
chr8	92121705	92161069	BLOCK_0000380	0	+	0	0	249,22,22
chr8	87523430	87562786	BLOCK_0000381	0	+	0	0	249,22,22
chr8	111133140	111172487	BLOCK_0000382	0	+	0	0	249,22,22
chr8	53715817	53755097	BLOCK_0000383	0	+	0	0	249,22,22
chr8	33493995	33533245	BLOCK_0000384	0	+	0	0	243,45,45
