track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr7	85453886	85532159	BLOCK_0000042	0	+	0	0	238,68,68
chr7	127464386	127541656	BLOCK_0000043	0	+	0	0	243,45,45
chr7	85279895	85357054	BLOCK_0000044	0	+	0	0	238,68,68
chr7	69498470	69575457	BLOCK_0000045	0	+	0	0	238,68,68
chr7	48558566	48635405	BLOCK_0000046	0	+	0	0	238,68,68
chr7	119197465	119274185	BLOCK_0000047	0	+	0	0	232,90,90
chr7	85981156	86057359	BLOCK_0000048	0	+	0	0	238,68,68
chr7	30096456	30172540	BLOCK_0000049	0	+	0	0	238,68,68
chr7	121299300	121375075	BLOCK_0000050	0	+	0	0	238,68,68
chr7	84628989	84704441	BLOCK_0000051	0	+	0	0	238,68,68
chr7	40575795	40651121	BLOCK_0000052	0	+	0	0	243,45,45
chr7	26695880	26770394	BLOCK_0000053	0	+	0	0	243,45,45
chr7	82413903	82487960	BLOCK_0000054	0	+	0	0	238,68,68
chr7	124627301	124700874	BLOCK_0000055	0	+	0	0	232,90,90
chr7	142847686	142921234	BLOCK_0000056	0	+	0	0	243,45,45
chr7	118858370	118930981	BLOCK_0000057	0	+	0	0	243,45,45
chr7	91414367	91486751	BLOCK_0000058	0	+	0	0	249,22,22
chr7	122389397	122461557	BLOCK_0000059	0	+	0	0	238,68,68
chr7	50024136	50096251	BLOCK_0000060	0	+	0	0	238,68,68
chr7	74096359	74167356	BLOCK_0000061	0	+	0	0	249,22,22
chr7	56581978	56652424	BLOCK_0000062	0	+	0	0	232,90,90
chr7	124707944	124778384	BLOCK_0000063	0	+	0	0	243,45,45
chr7	97951118	98021211	BLOCK_0000064	0	+	0	0	226,113,113
chr7	51202657	51272723	BLOCK_0000065	0	+	0	0	232,90,90
chr7	91847504	91917365	BLOCK_0000066	0	+	0	0	243,45,45
chr7	123769135	123838361	BLOCK_0000067	0	+	0	0	232,90,90
chr7	26835727	26904928	BLOCK_0000068	0	+	0	0	238,68,68
chr7	115529245	115598223	BLOCK_0000069	0	+	0	0	243,45,45
chr7	139017670	139086413	BLOCK_0000070	0	+	0	0	238,68,68
chr7	66371276	66439647	BLOCK_0000071	0	+	0	0	238,68,68
chr7	155504363	155572107	BLOCK_0000072	0	+	0	0	238,68,68
chr7	57811133	57878853	BLOCK_0000073	0	+	0	0	226,113,113
chr7	84559637	84627231	BLOCK_0000074	0	+	0	0	238,68,68
chr7	122557214	122624770	BLOCK_0000075	0	+	0	0	238,68,68
chr7	125645659	125712783	BLOCK_0000076	0	+	0	0	238,68,68
chr7	69270649	69337749	BLOCK_0000077	0	+	0	0	243,45,45
chr7	79187593	79253950	BLOCK_0000078	0	+	0	0	243,45,45
chr7	11031631	11097770	BLOCK_0000079	0	+	0	0	238,68,68
chr7	113611928	113677333	BLOCK_0000080	0	+	0	0	238,68,68
chr7	138817539	138882914	BLOCK_0000081	0	+	0	0	243,45,45
chr7	41746557	41811908	BLOCK_0000082	0	+	0	0	238,68,68
chr7	153118270	153183019	BLOCK_0000083	0	+	0	0	238,68,68
chr7	71588598	71653304	BLOCK_0000084	0	+	0	0	238,68,68
chr7	69710579	69775270	BLOCK_0000085	0	+	0	0	243,45,45
chr7	133158353	133223017	BLOCK_0000086	0	+	0	0	243,45,45
chr7	56658627	56723098	BLOCK_0000087	0	+	0	0	232,90,90
chr7	64820813	64885252	BLOCK_0000088	0	+	0	0	232,90,90
chr7	108888243	108952682	BLOCK_0000089	0	+	0	0	226,113,113
chr7	30002608	30066957	BLOCK_0000090	0	+	0	0	243,45,45
chr7	27568121	27632357	BLOCK_0000091	0	+	0	0	238,68,68
chr7	123510771	123574229	BLOCK_0000092	0	+	0	0	238,68,68
chr7	46248732	46312026	BLOCK_0000093	0	+	0	0	238,68,68
chr7	43667792	43730850	BLOCK_0000094	0	+	0	0	238,68,68
chr7	127681555	127744233	BLOCK_0000095	0	+	0	0	238,68,68
chr7	141510353	141572858	BLOCK_0000096	0	+	0	0	243,45,45
chr7	52800477	52862859	BLOCK_0000097	0	+	0	0	238,68,68
chr7	86194300	86256619	BLOCK_0000098	0	+	0	0	238,68,68
chr7	84777985	84840238	BLOCK_0000099	0	+	0	0	238,68,68
chr7	122741854	122804101	BLOCK_0000100	0	+	0	0	243,45,45
chr7	40203356	40265510	BLOCK_0000101	0	+	0	0	243,45,45
chr7	120969769	121031879	BLOCK_0000102	0	+	0	0	243,45,45
chr7	115015115	115077193	BLOCK_0000103	0	+	0	0	243,45,45
chr7	142555251	142617301	BLOCK_0000104	0	+	0	0	243,45,45
chr7	86274210	86335951	BLOCK_0000105	0	+	0	0	243,45,45
chr7	61450387	61512035	BLOCK_0000106	0	+	0	0	255,0,0
chr7	35013429	35074959	BLOCK_0000107	0	+	0	0	243,45,45
chr7	122922701	122984188	BLOCK_0000108	0	+	0	0	238,68,68
chr7	33270689	33332133	BLOCK_0000109	0	+	0	0	238,68,68
chr7	117126401	117187822	BLOCK_0000110	0	+	0	0	243,45,45
chr7	129466848	129527962	BLOCK_0000111	0	+	0	0	238,68,68
chr7	104616744	104677371	BLOCK_0000112	0	+	0	0	238,68,68
chr7	69156535	69216669	BLOCK_0000113	0	+	0	0	249,22,22
chr7	132961738	133021722	BLOCK_0000114	0	+	0	0	243,45,45
chr7	54908613	54968148	BLOCK_0000115	0	+	0	0	238,68,68
chr7	131407940	131467029	BLOCK_0000116	0	+	0	0	238,68,68
chr7	10701741	10760503	BLOCK_0000117	0	+	0	0	243,45,45
chr7	50096902	50155164	BLOCK_0000118	0	+	0	0	238,68,68
chr7	124157107	124215350	BLOCK_0000119	0	+	0	0	238,68,68
chr7	93090674	93148822	BLOCK_0000120	0	+	0	0	243,45,45
chr7	120755920	120813920	BLOCK_0000121	0	+	0	0	243,45,45
chr7	126125452	126183236	BLOCK_0000122	0	+	0	0	243,45,45
chr7	117961164	118018779	BLOCK_0000123	0	+	0	0	238,68,68
chr7	49009677	49067276	BLOCK_0000124	0	+	0	0	238,68,68
chr7	117535795	117593308	BLOCK_0000125	0	+	0	0	243,45,45
chr7	107172526	107230026	BLOCK_0000126	0	+	0	0	243,45,45
chr7	109029980	109087468	BLOCK_0000127	0	+	0	0	238,68,68
chr7	148831621	148889043	BLOCK_0000128	0	+	0	0	232,90,90
chr7	87763113	87820514	BLOCK_0000129	0	+	0	0	249,22,22
chr7	123321073	123378471	BLOCK_0000130	0	+	0	0	243,45,45
chr7	46379993	46437330	BLOCK_0000131	0	+	0	0	238,68,68
chr7	85198794	85256051	BLOCK_0000132	0	+	0	0	243,45,45
chr7	84171466	84227959	BLOCK_0000133	0	+	0	0	238,68,68
chr7	94311300	94367767	BLOCK_0000134	0	+	0	0	243,45,45
chr7	159035532	159091987	BLOCK_0000135	0	+	0	0	232,90,90
chr7	94741939	94798152	BLOCK_0000136	0	+	0	0	243,45,45
chr7	87259110	87314810	BLOCK_0000137	0	+	0	0	243,45,45
chr7	54479513	54535102	BLOCK_0000138	0	+	0	0	238,68,68
chr7	7458050	7513468	BLOCK_0000139	0	+	0	0	243,45,45
chr7	103467729	103522992	BLOCK_0000140	0	+	0	0	238,68,68
chr7	93345937	93400992	BLOCK_0000141	0	+	0	0	243,45,45
chr7	119005338	119060306	BLOCK_0000142	0	+	0	0	249,22,22
chr7	99107727	99162687	BLOCK_0000143	0	+	0	0	243,45,45
chr7	52892494	52947258	BLOCK_0000144	0	+	0	0	238,68,68
chr7	142684076	142738621	BLOCK_0000145	0	+	0	0	243,45,45
chr7	43044466	43098987	BLOCK_0000146	0	+	0	0	243,45,45
chr7	81614857	81669017	BLOCK_0000147	0	+	0	0	243,45,45
chr7	123388732	123442702	BLOCK_0000148	0	+	0	0	249,22,22
chr7	82568988	82622944	BLOCK_0000149	0	+	0	0	243,45,45
chr7	91986928	92040843	BLOCK_0000150	0	+	0	0	249,22,22
chr7	118067134	118121047	BLOCK_0000151	0	+	0	0	243,45,45
chr7	32269207	32322961	BLOCK_0000152	0	+	0	0	232,90,90
chr7	10762110	10815834	BLOCK_0000153	0	+	0	0	243,45,45
chr7	89274517	89328085	BLOCK_0000154	0	+	0	0	238,68,68
chr7	32665929	32719255	BLOCK_0000155	0	+	0	0	238,68,68
chr7	139425430	139478175	BLOCK_0000156	0	+	0	0	243,45,45
chr7	129530503	129583129	BLOCK_0000157	0	+	0	0	243,45,45
chr7	69066221	69118778	BLOCK_0000158	0	+	0	0	243,45,45
chr7	20530655	20583122	BLOCK_0000159	0	+	0	0	243,45,45
chr7	115752836	115805251	BLOCK_0000160	0	+	0	0	249,22,22
chr7	102503620	102556011	BLOCK_0000161	0	+	0	0	243,45,45
chr7	68813251	68865607	BLOCK_0000162	0	+	0	0	232,90,90
chr7	100555361	100607615	BLOCK_0000163	0	+	0	0	255,0,0
chr7	68926224	68978353	BLOCK_0000164	0	+	0	0	243,45,45
chr7	54316769	54368828	BLOCK_0000165	0	+	0	0	243,45,45
chr7	31557270	31609317	BLOCK_0000166	0	+	0	0	238,68,68
chr7	72187256	72239211	BLOCK_0000167	0	+	0	0	238,68,68
chr7	125024349	125076230	BLOCK_0000168	0	+	0	0	226,113,113
chr7	126790186	126842035	BLOCK_0000169	0	+	0	0	243,45,45
chr7	42684510	42736332	BLOCK_0000170	0	+	0	0	243,45,45
chr7	141950500	142002224	BLOCK_0000171	0	+	0	0	238,68,68
chr7	123024643	123076328	BLOCK_0000172	0	+	0	0	243,45,45
chr7	113067434	113119024	BLOCK_0000173	0	+	0	0	243,45,45
chr7	125913114	125964607	BLOCK_0000174	0	+	0	0	243,45,45
chr7	42385870	42437066	BLOCK_0000175	0	+	0	0	238,68,68
chr7	40379073	40430190	BLOCK_0000176	0	+	0	0	243,45,45
chr7	14944516	14995522	BLOCK_0000177	0	+	0	0	243,45,45
chr7	130280748	130331735	BLOCK_0000178	0	+	0	0	243,45,45
chr7	103761274	103812224	BLOCK_0000179	0	+	0	0	238,68,68
chr7	148478982	148529922	BLOCK_0000180	0	+	0	0	243,45,45
chr7	85126276	85177180	BLOCK_0000181	0	+	0	0	238,68,68
chr7	33157673	33208438	BLOCK_0000182	0	+	0	0	243,45,45
chr7	125286154	125336916	BLOCK_0000183	0	+	0	0	243,45,45
chr7	40812079	40862763	BLOCK_0000184	0	+	0	0	243,45,45
chr7	109596453	109646980	BLOCK_0000185	0	+	0	0	238,68,68
chr7	86345495	86395926	BLOCK_0000186	0	+	0	0	243,45,45
chr7	97785669	97835885	BLOCK_0000187	0	+	0	0	243,45,45
chr7	134730955	134781084	BLOCK_0000188	0	+	0	0	243,45,45
chr7	35300316	35350439	BLOCK_0000189	0	+	0	0	238,68,68
chr7	123719096	123768891	BLOCK_0000190	0	+	0	0	249,22,22
chr7	34572915	34622528	BLOCK_0000191	0	+	0	0	243,45,45
chr7	78976702	79026196	BLOCK_0000192	0	+	0	0	243,45,45
chr7	154731959	154781423	BLOCK_0000193	0	+	0	0	243,45,45
chr7	50477687	50527072	BLOCK_0000194	0	+	0	0	243,45,45
chr7	127098420	127147628	BLOCK_0000195	0	+	0	0	238,68,68
chr7	116230221	116279261	BLOCK_0000196	0	+	0	0	249,22,22
chr7	140861708	140910687	BLOCK_0000197	0	+	0	0	243,45,45
chr7	144385495	144434411	BLOCK_0000198	0	+	0	0	238,68,68
chr7	92435186	92484093	BLOCK_0000199	0	+	0	0	249,22,22
chr7	113510350	113559189	BLOCK_0000200	0	+	0	0	243,45,45
chr7	63473967	63522596	BLOCK_0000201	0	+	0	0	238,68,68
chr7	69776646	69825163	BLOCK_0000202	0	+	0	0	243,45,45
chr7	32135198	32183677	BLOCK_0000203	0	+	0	0	249,22,22
chr7	42933212	42981632	BLOCK_0000204	0	+	0	0	238,68,68
chr7	118633834	118682252	BLOCK_0000205	0	+	0	0	249,22,22
chr7	10008343	10056745	BLOCK_0000206	0	+	0	0	243,45,45
chr7	53931855	53980049	BLOCK_0000207	0	+	0	0	243,45,45
chr7	113561295	113609458	BLOCK_0000208	0	+	0	0	243,45,45
chr7	94139838	94187995	BLOCK_0000209	0	+	0	0	243,45,45
chr7	102903866	102951919	BLOCK_0000210	0	+	0	0	243,45,45
chr7	119144604	119192654	BLOCK_0000211	0	+	0	0	249,22,22
chr7	40436624	40484576	BLOCK_0000212	0	+	0	0	249,22,22
chr7	50370246	50418004	BLOCK_0000213	0	+	0	0	255,0,0
chr7	43731169	43778894	BLOCK_0000214	0	+	0	0	243,45,45
chr7	30626660	30674374	BLOCK_0000215	0	+	0	0	249,22,22
chr7	86593390	86641081	BLOCK_0000216	0	+	0	0	232,90,90
chr7	52109794	52157317	BLOCK_0000217	0	+	0	0	238,68,68
chr7	32538723	32586063	BLOCK_0000218	0	+	0	0	243,45,45
chr7	65667924	65715243	BLOCK_0000219	0	+	0	0	249,22,22
chr7	57289494	57336793	BLOCK_0000220	0	+	0	0	238,68,68
chr7	99768957	99816256	BLOCK_0000221	0	+	0	0	238,68,68
chr7	120212069	120259350	BLOCK_0000222	0	+	0	0	243,45,45
chr7	84116117	84163152	BLOCK_0000223	0	+	0	0	243,45,45
chr7	66551425	66598414	BLOCK_0000224	0	+	0	0	238,68,68
chr7	107530486	107577456	BLOCK_0000225	0	+	0	0	243,45,45
chr7	132522698	132569574	BLOCK_0000226	0	+	0	0	243,45,45
chr7	125865787	125912588	BLOCK_0000227	0	+	0	0	243,45,45
chr7	126471425	126518201	BLOCK_0000228	0	+	0	0	243,45,45
chr7	147362907	147409666	BLOCK_0000229	0	+	0	0	243,45,45
chr7	125340518	125387168	BLOCK_0000230	0	+	0	0	243,45,45
chr7	126378842	126425473	BLOCK_0000231	0	+	0	0	243,45,45
chr7	124221984	124268550	BLOCK_0000232	0	+	0	0	243,45,45
chr7	102024391	102070926	BLOCK_0000233	0	+	0	0	243,45,45
chr7	98915401	98961893	BLOCK_0000234	0	+	0	0	249,22,22
chr7	144717358	144763687	BLOCK_0000235	0	+	0	0	243,45,45
chr7	89994882	90041124	BLOCK_0000236	0	+	0	0	243,45,45
chr7	37692929	37739157	BLOCK_0000237	0	+	0	0	243,45,45
chr7	69344357	69390542	BLOCK_0000238	0	+	0	0	249,22,22
chr7	106875965	106922106	BLOCK_0000239	0	+	0	0	243,45,45
chr7	137140515	137186602	BLOCK_0000240	0	+	0	0	243,45,45
chr7	140134209	140180282	BLOCK_0000241	0	+	0	0	243,45,45
chr7	88505147	88550928	BLOCK_0000242	0	+	0	0	249,22,22
chr7	41418514	41464279	BLOCK_0000243	0	+	0	0	243,45,45
chr7	107102817	107148520	BLOCK_0000244	0	+	0	0	243,45,45
chr7	52335863	52381425	BLOCK_0000245	0	+	0	0	238,68,68
chr7	37247102	37292647	BLOCK_0000246	0	+	0	0	243,45,45
chr7	19866774	19912203	BLOCK_0000247	0	+	0	0	243,45,45
chr7	39692794	39738153	BLOCK_0000248	0	+	0	0	249,22,22
chr7	88325529	88370635	BLOCK_0000249	0	+	0	0	243,45,45
chr7	95924622	95969709	BLOCK_0000250	0	+	0	0	249,22,22
chr7	42329295	42374342	BLOCK_0000251	0	+	0	0	243,45,45
chr7	151261490	151306444	BLOCK_0000252	0	+	0	0	243,45,45
chr7	47159369	47204195	BLOCK_0000253	0	+	0	0	243,45,45
chr7	45067267	45112070	BLOCK_0000254	0	+	0	0	243,45,45
chr7	87000825	87045584	BLOCK_0000255	0	+	0	0	243,45,45
chr7	150217309	150262055	BLOCK_0000256	0	+	0	0	238,68,68
chr7	117629898	117674636	BLOCK_0000257	0	+	0	0	243,45,45
chr7	112992160	113036826	BLOCK_0000258	0	+	0	0	243,45,45
chr7	109184994	109229640	BLOCK_0000259	0	+	0	0	243,45,45
chr7	112784461	112829093	BLOCK_0000260	0	+	0	0	249,22,22
chr7	38769097	38813590	BLOCK_0000261	0	+	0	0	249,22,22
chr7	94236874	94281335	BLOCK_0000262	0	+	0	0	243,45,45
chr7	12869366	12913649	BLOCK_0000263	0	+	0	0	238,68,68
chr7	55430727	55474997	BLOCK_0000264	0	+	0	0	243,45,45
chr7	123956468	124000732	BLOCK_0000265	0	+	0	0	232,90,90
chr7	66014918	66059175	BLOCK_0000266	0	+	0	0	243,45,45
chr7	134312584	134356820	BLOCK_0000267	0	+	0	0	249,22,22
chr7	35760229	35804447	BLOCK_0000268	0	+	0	0	249,22,22
chr7	48037592	48081581	BLOCK_0000269	0	+	0	0	238,68,68
chr7	123647458	123691307	BLOCK_0000270	0	+	0	0	249,22,22
chr7	26787577	26831409	BLOCK_0000271	0	+	0	0	238,68,68
chr7	20887499	20931325	BLOCK_0000272	0	+	0	0	243,45,45
chr7	38106128	38149891	BLOCK_0000273	0	+	0	0	249,22,22
chr7	95748323	95792025	BLOCK_0000274	0	+	0	0	243,45,45
chr7	133581873	133625504	BLOCK_0000275	0	+	0	0	238,68,68
chr7	134039981	134083515	BLOCK_0000276	0	+	0	0	243,45,45
chr7	79434743	79478267	BLOCK_0000277	0	+	0	0	249,22,22
chr7	121180471	121223857	BLOCK_0000278	0	+	0	0	243,45,45
chr7	54416467	54459800	BLOCK_0000279	0	+	0	0	243,45,45
chr7	47291954	47335257	BLOCK_0000280	0	+	0	0	243,45,45
chr7	92326468	92369768	BLOCK_0000281	0	+	0	0	249,22,22
chr7	88852456	88895743	BLOCK_0000282	0	+	0	0	249,22,22
chr7	145268208	145311441	BLOCK_0000283	0	+	0	0	243,45,45
chr7	145604972	145648116	BLOCK_0000284	0	+	0	0	243,45,45
chr7	117329324	117372463	BLOCK_0000285	0	+	0	0	243,45,45
chr7	35889686	35932541	BLOCK_0000286	0	+	0	0	249,22,22
chr7	46489309	46531999	BLOCK_0000287	0	+	0	0	243,45,45
chr7	57204101	57246707	BLOCK_0000288	0	+	0	0	238,68,68
chr7	125732507	125775066	BLOCK_0000289	0	+	0	0	249,22,22
chr7	85358856	85401374	BLOCK_0000290	0	+	0	0	243,45,45
chr7	118145201	118187664	BLOCK_0000291	0	+	0	0	243,45,45
chr7	133314589	133357018	BLOCK_0000292	0	+	0	0	249,22,22
chr7	35985270	36027633	BLOCK_0000293	0	+	0	0	243,45,45
chr7	85005612	85047960	BLOCK_0000294	0	+	0	0	243,45,45
chr7	109381775	109424105	BLOCK_0000295	0	+	0	0	243,45,45
chr7	134857576	134899864	BLOCK_0000296	0	+	0	0	243,45,45
chr7	106824259	106866498	BLOCK_0000297	0	+	0	0	249,22,22
chr7	125593837	125635951	BLOCK_0000298	0	+	0	0	243,45,45
chr7	80867092	80909100	BLOCK_0000299	0	+	0	0	243,45,45
chr7	147229454	147271446	BLOCK_0000300	0	+	0	0	249,22,22
chr7	67239107	67281038	BLOCK_0000301	0	+	0	0	243,45,45
chr7	53126872	53168801	BLOCK_0000302	0	+	0	0	243,45,45
chr7	11111716	11153621	BLOCK_0000303	0	+	0	0	243,45,45
chr7	39867324	39909186	BLOCK_0000304	0	+	0	0	249,22,22
chr7	96845386	96887167	BLOCK_0000305	0	+	0	0	243,45,45
chr7	23005958	23047738	BLOCK_0000306	0	+	0	0	249,22,22
chr7	72848499	72890279	BLOCK_0000307	0	+	0	0	243,45,45
chr7	52276667	52318363	BLOCK_0000308	0	+	0	0	238,68,68
chr7	132740191	132781865	BLOCK_0000309	0	+	0	0	249,22,22
chr7	134814320	134855906	BLOCK_0000310	0	+	0	0	243,45,45
chr7	48763301	48804839	BLOCK_0000311	0	+	0	0	243,45,45
chr7	100129399	100170912	BLOCK_0000312	0	+	0	0	243,45,45
chr7	69856339	69897826	BLOCK_0000313	0	+	0	0	249,22,22
chr7	40489083	40530548	BLOCK_0000314	0	+	0	0	249,22,22
chr7	50578782	50620229	BLOCK_0000315	0	+	0	0	243,45,45
chr7	132480367	132521753	BLOCK_0000316	0	+	0	0	249,22,22
chr7	110047964	110089321	BLOCK_0000317	0	+	0	0	243,45,45
chr7	25150739	25191675	BLOCK_0000318	0	+	0	0	238,68,68
chr7	133069285	133110207	BLOCK_0000319	0	+	0	0	249,22,22
chr7	156596629	156637481	BLOCK_0000320	0	+	0	0	249,22,22
chr7	31735663	31776454	BLOCK_0000321	0	+	0	0	249,22,22
chr7	87582552	87623298	BLOCK_0000322	0	+	0	0	243,45,45
chr7	114391328	114432036	BLOCK_0000323	0	+	0	0	243,45,45
chr7	112932883	112973488	BLOCK_0000324	0	+	0	0	249,22,22
chr7	110931475	110971919	BLOCK_0000325	0	+	0	0	249,22,22
chr7	20191507	20231792	BLOCK_0000326	0	+	0	0	243,45,45
chr7	133268154	133308391	BLOCK_0000327	0	+	0	0	249,22,22
chr7	136465102	136505199	BLOCK_0000328	0	+	0	0	226,113,113
chr7	40652474	40692381	BLOCK_0000329	0	+	0	0	249,22,22
chr7	46073767	46113670	BLOCK_0000330	0	+	0	0	249,22,22
chr7	75698480	75738321	BLOCK_0000331	0	+	0	0	243,45,45
chr7	137745308	137785091	BLOCK_0000332	0	+	0	0	249,22,22
chr7	46902668	46942379	BLOCK_0000333	0	+	0	0	243,45,45
chr7	99492705	99532376	BLOCK_0000334	0	+	0	0	249,22,22
chr7	145864599	145904251	BLOCK_0000335	0	+	0	0	243,45,45
chr7	158461206	158500805	BLOCK_0000336	0	+	0	0	243,45,45
chr7	150000008	150039555	BLOCK_0000337	0	+	0	0	249,22,22
chr7	34152480	34192011	BLOCK_0000338	0	+	0	0	243,45,45
chr7	93642391	93681922	BLOCK_0000339	0	+	0	0	249,22,22
chr7	105147821	105187259	BLOCK_0000340	0	+	0	0	232,90,90
chr7	135299272	135338677	BLOCK_0000341	0	+	0	0	249,22,22
chr7	107856451	107895844	BLOCK_0000342	0	+	0	0	243,45,45
chr7	85050186	85089561	BLOCK_0000343	0	+	0	0	243,45,45
chr7	99214711	99253977	BLOCK_0000344	0	+	0	0	249,22,22
chr7	41170649	41209797	BLOCK_0000345	0	+	0	0	243,45,45
chr7	141398942	141437940	BLOCK_0000346	0	+	0	0	249,22,22
chr7	114298708	114337615	BLOCK_0000347	0	+	0	0	249,22,22
chr7	110857729	110896492	BLOCK_0000348	0	+	0	0	249,22,22
chr7	30245152	30283894	BLOCK_0000349	0	+	0	0	249,22,22
chr7	106994104	107032766	BLOCK_0000350	0	+	0	0	249,22,22
chr7	25744735	25783375	BLOCK_0000351	0	+	0	0	249,22,22
chr7	56723803	56762429	BLOCK_0000352	0	+	0	0	238,68,68
chr7	87405351	87443972	BLOCK_0000353	0	+	0	0	249,22,22
chr7	133680601	133719206	BLOCK_0000354	0	+	0	0	249,22,22
chr7	145216892	145255477	BLOCK_0000355	0	+	0	0	243,45,45
chr7	92767208	92805790	BLOCK_0000356	0	+	0	0	249,22,22
chr7	96074122	96112693	BLOCK_0000357	0	+	0	0	249,22,22
chr7	75657719	75696188	BLOCK_0000358	0	+	0	0	243,45,45
chr7	55381201	55419663	BLOCK_0000359	0	+	0	0	238,68,68
chr7	125096809	125135268	BLOCK_0000360	0	+	0	0	243,45,45
chr7	156645192	156683624	BLOCK_0000361	0	+	0	0	243,45,45
chr7	92376127	92414545	BLOCK_0000362	0	+	0	0	249,22,22
chr7	120869790	120908198	BLOCK_0000363	0	+	0	0	249,22,22
chr7	95421510	95459916	BLOCK_0000364	0	+	0	0	249,22,22
chr7	126980260	127018596	BLOCK_0000365	0	+	0	0	249,22,22
chr7	136389310	136427638	BLOCK_0000366	0	+	0	0	249,22,22
chr7	51315207	51353418	BLOCK_0000367	0	+	0	0	249,22,22
chr7	69637090	69675177	BLOCK_0000368	0	+	0	0	249,22,22
chr7	89432925	89470990	BLOCK_0000369	0	+	0	0	243,45,45
chr7	86115922	86153970	BLOCK_0000370	0	+	0	0	249,22,22
chr7	115853503	115891513	BLOCK_0000371	0	+	0	0	249,22,22
chr7	84737683	84775651	BLOCK_0000372	0	+	0	0	249,22,22
chr7	125203203	125241131	BLOCK_0000373	0	+	0	0	243,45,45
chr7	144568106	144606021	BLOCK_0000374	0	+	0	0	243,45,45
chr7	114490445	114528357	BLOCK_0000375	0	+	0	0	249,22,22
chr7	66095738	66133578	BLOCK_0000376	0	+	0	0	243,45,45
chr7	62803018	62840776	BLOCK_0000377	0	+	0	0	255,0,0
chr7	82517913	82555669	BLOCK_0000378	0	+	0	0	249,22,22
chr7	79360838	79398544	BLOCK_0000379	0	+	0	0	249,22,22
chr7	129875514	129913198	BLOCK_0000380	0	+	0	0	249,22,22
chr7	145810125	145847802	BLOCK_0000381	0	+	0	0	243,45,45
chr7	57507375	57545003	BLOCK_0000382	0	+	0	0	243,45,45
chr7	62433291	62470897	BLOCK_0000383	0	+	0	0	238,68,68
chr7	108265738	108303255	BLOCK_0000384	0	+	0	0	249,22,22
