track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr6	88720739	88791247	BLOCK_0000083	0	+	0	0	238,68,68
chr6	65173006	65243265	BLOCK_0000084	0	+	0	0	238,68,68
chr6	36017017	36086976	BLOCK_0000085	0	+	0	0	243,45,45
chr6	50090238	50160119	BLOCK_0000086	0	+	0	0	238,68,68
chr6	128401207	128470984	BLOCK_0000087	0	+	0	0	238,68,68
chr6	85915862	85984945	BLOCK_0000088	0	+	0	0	226,113,113
chr6	65528429	65597464	BLOCK_0000089	0	+	0	0	238,68,68
chr6	157705798	157774830	BLOCK_0000090	0	+	0	0	243,45,45
chr6	130633708	130702701	BLOCK_0000091	0	+	0	0	243,45,45
chr6	141557367	141625956	BLOCK_0000092	0	+	0	0	243,45,45
chr6	99019102	99087017	BLOCK_0000093	0	+	0	0	238,68,68
chr6	48848109	48915687	BLOCK_0000094	0	+	0	0	232,90,90
chr6	96991105	97058574	BLOCK_0000095	0	+	0	0	243,45,45
chr6	158304651	158371956	BLOCK_0000096	0	+	0	0	238,68,68
chr6	128852098	128918758	BLOCK_0000097	0	+	0	0	238,68,68
chr6	163033350	163099795	BLOCK_0000098	0	+	0	0	238,68,68
chr6	12758212	12824264	BLOCK_0000099	0	+	0	0	243,45,45
chr6	109310649	109376647	BLOCK_0000100	0	+	0	0	232,90,90
chr6	66735382	66801136	BLOCK_0000101	0	+	0	0	238,68,68
chr6	113423537	113489015	BLOCK_0000102	0	+	0	0	238,68,68
chr6	101734184	101799654	BLOCK_0000103	0	+	0	0	243,45,45
chr6	129722389	129787692	BLOCK_0000104	0	+	0	0	238,68,68
chr6	27884916	27950076	BLOCK_0000105	0	+	0	0	249,22,22
chr6	66550787	66615832	BLOCK_0000106	0	+	0	0	232,90,90
chr6	129303087	129368130	BLOCK_0000107	0	+	0	0	238,68,68
chr6	143730076	143795061	BLOCK_0000108	0	+	0	0	243,45,45
chr6	26512994	26577924	BLOCK_0000109	0	+	0	0	238,68,68
chr6	131200102	131264983	BLOCK_0000110	0	+	0	0	238,68,68
chr6	51605784	51670216	BLOCK_0000111	0	+	0	0	226,113,113
chr6	109434847	109499259	BLOCK_0000112	0	+	0	0	238,68,68
chr6	65106488	65170784	BLOCK_0000113	0	+	0	0	238,68,68
chr6	113567992	113632054	BLOCK_0000114	0	+	0	0	243,45,45
chr6	81128922	81192864	BLOCK_0000115	0	+	0	0	243,45,45
chr6	136261672	136325603	BLOCK_0000116	0	+	0	0	243,45,45
chr6	46229535	46293328	BLOCK_0000117	0	+	0	0	243,45,45
chr6	122806821	122870591	BLOCK_0000118	0	+	0	0	238,68,68
chr6	85590153	85653860	BLOCK_0000119	0	+	0	0	243,45,45
chr6	69003360	69067017	BLOCK_0000120	0	+	0	0	232,90,90
chr6	115508508	115572034	BLOCK_0000121	0	+	0	0	232,90,90
chr6	120274692	120338070	BLOCK_0000122	0	+	0	0	243,45,45
chr6	87855295	87918599	BLOCK_0000123	0	+	0	0	238,68,68
chr6	62495558	62558235	BLOCK_0000124	0	+	0	0	238,68,68
chr6	48011259	48073912	BLOCK_0000125	0	+	0	0	238,68,68
chr6	159725447	159787898	BLOCK_0000126	0	+	0	0	238,68,68
chr6	104604254	104666699	BLOCK_0000127	0	+	0	0	243,45,45
chr6	40043549	40105567	BLOCK_0000128	0	+	0	0	243,45,45
chr6	160770220	160832150	BLOCK_0000129	0	+	0	0	243,45,45
chr6	35050506	35112394	BLOCK_0000130	0	+	0	0	238,68,68
chr6	113011386	113073167	BLOCK_0000131	0	+	0	0	243,45,45
chr6	64681940	64743696	BLOCK_0000132	0	+	0	0	238,68,68
chr6	52905501	52967229	BLOCK_0000133	0	+	0	0	243,45,45
chr6	148963919	149025631	BLOCK_0000134	0	+	0	0	232,90,90
chr6	111648057	111709589	BLOCK_0000135	0	+	0	0	243,45,45
chr6	97296661	97357739	BLOCK_0000136	0	+	0	0	243,45,45
chr6	11648644	11709663	BLOCK_0000137	0	+	0	0	238,68,68
chr6	145257618	145318510	BLOCK_0000138	0	+	0	0	238,68,68
chr6	25969958	26030710	BLOCK_0000139	0	+	0	0	243,45,45
chr6	48738867	48799510	BLOCK_0000140	0	+	0	0	238,68,68
chr6	157635340	157695827	BLOCK_0000141	0	+	0	0	255,0,0
chr6	18898518	18958945	BLOCK_0000142	0	+	0	0	232,90,90
chr6	49339854	49400143	BLOCK_0000143	0	+	0	0	238,68,68
chr6	102659882	102719840	BLOCK_0000144	0	+	0	0	238,68,68
chr6	167370298	167430186	BLOCK_0000145	0	+	0	0	232,90,90
chr6	169888833	169948682	BLOCK_0000146	0	+	0	0	243,45,45
chr6	145666741	145726215	BLOCK_0000147	0	+	0	0	243,45,45
chr6	81222466	81281810	BLOCK_0000148	0	+	0	0	232,90,90
chr6	145989807	146049053	BLOCK_0000149	0	+	0	0	232,90,90
chr6	50451225	50510431	BLOCK_0000150	0	+	0	0	243,45,45
chr6	71434296	71493378	BLOCK_0000151	0	+	0	0	243,45,45
chr6	30370439	30429355	BLOCK_0000152	0	+	0	0	232,90,90
chr6	138525916	138584685	BLOCK_0000153	0	+	0	0	238,68,68
chr6	133373585	133432323	BLOCK_0000154	0	+	0	0	243,45,45
chr6	81458779	81517500	BLOCK_0000155	0	+	0	0	238,68,68
chr6	63698485	63757138	BLOCK_0000156	0	+	0	0	226,113,113
chr6	56631011	56689612	BLOCK_0000157	0	+	0	0	238,68,68
chr6	19230749	19289311	BLOCK_0000158	0	+	0	0	243,45,45
chr6	88229132	88287414	BLOCK_0000159	0	+	0	0	243,45,45
chr6	30842629	30900664	BLOCK_0000160	0	+	0	0	238,68,68
chr6	138654770	138712576	BLOCK_0000161	0	+	0	0	238,68,68
chr6	164829831	164887438	BLOCK_0000162	0	+	0	0	243,45,45
chr6	38781683	38839179	BLOCK_0000163	0	+	0	0	238,68,68
chr6	86583967	86641318	BLOCK_0000164	0	+	0	0	238,68,68
chr6	78197122	78254290	BLOCK_0000165	0	+	0	0	226,113,113
chr6	76318553	76375540	BLOCK_0000166	0	+	0	0	243,45,45
chr6	131326861	131383686	BLOCK_0000167	0	+	0	0	243,45,45
chr6	117229806	117286624	BLOCK_0000168	0	+	0	0	226,113,113
chr6	110564219	110620998	BLOCK_0000169	0	+	0	0	243,45,45
chr6	56749949	56806727	BLOCK_0000170	0	+	0	0	243,45,45
chr6	79886183	79942961	BLOCK_0000171	0	+	0	0	243,45,45
chr6	93767621	93824364	BLOCK_0000172	0	+	0	0	243,45,45
chr6	64159064	64215526	BLOCK_0000173	0	+	0	0	232,90,90
chr6	142679572	142735816	BLOCK_0000174	0	+	0	0	243,45,45
chr6	159350966	159407208	BLOCK_0000175	0	+	0	0	238,68,68
chr6	27318848	27374818	BLOCK_0000176	0	+	0	0	243,45,45
chr6	149641627	149697564	BLOCK_0000177	0	+	0	0	243,45,45
chr6	84807979	84863775	BLOCK_0000178	0	+	0	0	249,22,22
chr6	50886118	50941869	BLOCK_0000179	0	+	0	0	243,45,45
chr6	90945320	91000944	BLOCK_0000180	0	+	0	0	243,45,45
chr6	43483538	43539140	BLOCK_0000181	0	+	0	0	243,45,45
chr6	153994285	154049884	BLOCK_0000182	0	+	0	0	232,90,90
chr6	150189174	150244689	BLOCK_0000183	0	+	0	0	238,68,68
chr6	102498213	102553709	BLOCK_0000184	0	+	0	0	238,68,68
chr6	128975708	129030929	BLOCK_0000185	0	+	0	0	238,68,68
chr6	86121482	86176625	BLOCK_0000186	0	+	0	0	238,68,68
chr6	101120006	101175014	BLOCK_0000187	0	+	0	0	243,45,45
chr6	152948748	153003720	BLOCK_0000188	0	+	0	0	243,45,45
chr6	121537727	121592581	BLOCK_0000189	0	+	0	0	249,22,22
chr6	169825943	169880787	BLOCK_0000190	0	+	0	0	243,45,45
chr6	146461660	146516373	BLOCK_0000191	0	+	0	0	249,22,22
chr6	18792567	18847147	BLOCK_0000192	0	+	0	0	238,68,68
chr6	98441782	98496313	BLOCK_0000193	0	+	0	0	243,45,45
chr6	96729867	96784365	BLOCK_0000194	0	+	0	0	243,45,45
chr6	62124535	62178997	BLOCK_0000195	0	+	0	0	255,0,0
chr6	139444748	139499175	BLOCK_0000196	0	+	0	0	243,45,45
chr6	77518395	77572745	BLOCK_0000197	0	+	0	0	238,68,68
chr6	78981180	79035462	BLOCK_0000198	0	+	0	0	243,45,45
chr6	70632832	70687043	BLOCK_0000199	0	+	0	0	243,45,45
chr6	116321437	116375302	BLOCK_0000200	0	+	0	0	249,22,22
chr6	92294371	92348148	BLOCK_0000201	0	+	0	0	243,45,45
chr6	83470053	83523684	BLOCK_0000202	0	+	0	0	243,45,45
chr6	98251106	98304670	BLOCK_0000203	0	+	0	0	249,22,22
chr6	65842633	65896164	BLOCK_0000204	0	+	0	0	243,45,45
chr6	91414247	91467529	BLOCK_0000205	0	+	0	0	243,45,45
chr6	73050412	73103600	BLOCK_0000206	0	+	0	0	243,45,45
chr6	107831064	107884179	BLOCK_0000207	0	+	0	0	249,22,22
chr6	109585858	109638684	BLOCK_0000208	0	+	0	0	249,22,22
chr6	81849537	81902313	BLOCK_0000209	0	+	0	0	243,45,45
chr6	37846257	37898886	BLOCK_0000210	0	+	0	0	243,45,45
chr6	149435969	149488513	BLOCK_0000211	0	+	0	0	243,45,45
chr6	49887267	49939786	BLOCK_0000212	0	+	0	0	243,45,45
chr6	118924078	118976533	BLOCK_0000213	0	+	0	0	243,45,45
chr6	95119771	95171890	BLOCK_0000214	0	+	0	0	243,45,45
chr6	47631622	47683636	BLOCK_0000215	0	+	0	0	243,45,45
chr6	119830084	119882007	BLOCK_0000216	0	+	0	0	243,45,45
chr6	106456807	106508640	BLOCK_0000217	0	+	0	0	243,45,45
chr6	122198028	122249767	BLOCK_0000218	0	+	0	0	243,45,45
chr6	116451442	116503168	BLOCK_0000219	0	+	0	0	243,45,45
chr6	105203133	105254833	BLOCK_0000220	0	+	0	0	238,68,68
chr6	107004084	107055740	BLOCK_0000221	0	+	0	0	249,22,22
chr6	160716361	160767990	BLOCK_0000222	0	+	0	0	238,68,68
chr6	161181927	161233418	BLOCK_0000223	0	+	0	0	232,90,90
chr6	104056871	104108169	BLOCK_0000224	0	+	0	0	238,68,68
chr6	87150839	87202084	BLOCK_0000225	0	+	0	0	232,90,90
chr6	98044632	98095781	BLOCK_0000226	0	+	0	0	243,45,45
chr6	145195831	145246705	BLOCK_0000227	0	+	0	0	243,45,45
chr6	97687243	97737826	BLOCK_0000228	0	+	0	0	243,45,45
chr6	98102334	98152901	BLOCK_0000229	0	+	0	0	243,45,45
chr6	70053496	70104023	BLOCK_0000230	0	+	0	0	243,45,45
chr6	140834046	140884543	BLOCK_0000231	0	+	0	0	243,45,45
chr6	94594362	94644833	BLOCK_0000232	0	+	0	0	243,45,45
chr6	129244711	129295174	BLOCK_0000233	0	+	0	0	243,45,45
chr6	118784430	118834771	BLOCK_0000234	0	+	0	0	249,22,22
chr6	32223022	32273158	BLOCK_0000235	0	+	0	0	238,68,68
chr6	84115740	84165856	BLOCK_0000236	0	+	0	0	243,45,45
chr6	96028662	96078731	BLOCK_0000237	0	+	0	0	238,68,68
chr6	91937009	91987066	BLOCK_0000238	0	+	0	0	243,45,45
chr6	63171060	63221113	BLOCK_0000239	0	+	0	0	238,68,68
chr6	96854444	96904366	BLOCK_0000240	0	+	0	0	238,68,68
chr6	82178702	82228498	BLOCK_0000241	0	+	0	0	243,45,45
chr6	25710087	25759783	BLOCK_0000242	0	+	0	0	232,90,90
chr6	149939563	149989100	BLOCK_0000243	0	+	0	0	238,68,68
chr6	89828055	89877570	BLOCK_0000244	0	+	0	0	238,68,68
chr6	68462482	68511871	BLOCK_0000245	0	+	0	0	232,90,90
chr6	74314482	74363837	BLOCK_0000246	0	+	0	0	243,45,45
chr6	120881358	120930694	BLOCK_0000247	0	+	0	0	243,45,45
chr6	81775766	81825018	BLOCK_0000248	0	+	0	0	232,90,90
chr6	83653066	83702162	BLOCK_0000249	0	+	0	0	249,22,22
chr6	89356749	89405742	BLOCK_0000250	0	+	0	0	243,45,45
chr6	84669951	84718901	BLOCK_0000251	0	+	0	0	243,45,45
chr6	9898694	9947613	BLOCK_0000252	0	+	0	0	243,45,45
chr6	146517452	146566245	BLOCK_0000253	0	+	0	0	249,22,22
chr6	133903524	133951989	BLOCK_0000254	0	+	0	0	249,22,22
chr6	56352451	56400832	BLOCK_0000255	0	+	0	0	243,45,45
chr6	163946610	163994956	BLOCK_0000256	0	+	0	0	249,22,22
chr6	146763447	146811751	BLOCK_0000257	0	+	0	0	243,45,45
chr6	114475167	114523401	BLOCK_0000258	0	+	0	0	243,45,45
chr6	79634379	79682567	BLOCK_0000259	0	+	0	0	243,45,45
chr6	15586009	15634136	BLOCK_0000260	0	+	0	0	249,22,22
chr6	13955248	14003359	BLOCK_0000261	0	+	0	0	243,45,45
chr6	128344785	128392841	BLOCK_0000262	0	+	0	0	243,45,45
chr6	26406424	26454454	BLOCK_0000263	0	+	0	0	243,45,45
chr6	167458792	167506795	BLOCK_0000264	0	+	0	0	238,68,68
chr6	133530695	133578639	BLOCK_0000265	0	+	0	0	243,45,45
chr6	103409688	103457511	BLOCK_0000266	0	+	0	0	238,68,68
chr6	49199384	49247204	BLOCK_0000267	0	+	0	0	243,45,45
chr6	77615888	77663630	BLOCK_0000268	0	+	0	0	238,68,68
chr6	127471533	127519234	BLOCK_0000269	0	+	0	0	243,45,45
chr6	4412848	4460499	BLOCK_0000270	0	+	0	0	238,68,68
chr6	58290836	58338401	BLOCK_0000271	0	+	0	0	243,45,45
chr6	51713012	51760515	BLOCK_0000272	0	+	0	0	243,45,45
chr6	94209947	94257238	BLOCK_0000273	0	+	0	0	243,45,45
chr6	120682280	120729521	BLOCK_0000274	0	+	0	0	243,45,45
chr6	115073250	115120443	BLOCK_0000275	0	+	0	0	243,45,45
chr6	92527465	92574643	BLOCK_0000276	0	+	0	0	243,45,45
chr6	4230476	4277608	BLOCK_0000277	0	+	0	0	238,68,68
chr6	126735330	126782457	BLOCK_0000278	0	+	0	0	249,22,22
chr6	43558202	43605219	BLOCK_0000279	0	+	0	0	243,45,45
chr6	47817118	47864124	BLOCK_0000280	0	+	0	0	243,45,45
chr6	120166881	120213768	BLOCK_0000281	0	+	0	0	249,22,22
chr6	146111423	146158300	BLOCK_0000282	0	+	0	0	249,22,22
chr6	160631670	160678493	BLOCK_0000283	0	+	0	0	238,68,68
chr6	97236851	97283586	BLOCK_0000284	0	+	0	0	249,22,22
chr6	78731154	78777878	BLOCK_0000285	0	+	0	0	243,45,45
chr6	76210360	76257066	BLOCK_0000286	0	+	0	0	243,45,45
chr6	67405639	67452305	BLOCK_0000287	0	+	0	0	243,45,45
chr6	63614229	63660880	BLOCK_0000288	0	+	0	0	238,68,68
chr6	25892180	25938764	BLOCK_0000289	0	+	0	0	243,45,45
chr6	89554995	89601490	BLOCK_0000290	0	+	0	0	249,22,22
chr6	13892401	13938783	BLOCK_0000291	0	+	0	0	243,45,45
chr6	141945147	141991329	BLOCK_0000292	0	+	0	0	249,22,22
chr6	81971827	82017878	BLOCK_0000293	0	+	0	0	249,22,22
chr6	129422405	129468288	BLOCK_0000294	0	+	0	0	243,45,45
chr6	9031770	9077638	BLOCK_0000295	0	+	0	0	238,68,68
chr6	149357547	149403263	BLOCK_0000296	0	+	0	0	243,45,45
chr6	45637341	45682969	BLOCK_0000297	0	+	0	0	243,45,45
chr6	33725528	33771148	BLOCK_0000298	0	+	0	0	243,45,45
chr6	13066297	13111772	BLOCK_0000299	0	+	0	0	243,45,45
chr6	138194937	138240402	BLOCK_0000300	0	+	0	0	249,22,22
chr6	114262757	114308159	BLOCK_0000301	0	+	0	0	249,22,22
chr6	26466392	26511744	BLOCK_0000302	0	+	0	0	243,45,45
chr6	122520173	122565510	BLOCK_0000303	0	+	0	0	243,45,45
chr6	49705670	49750955	BLOCK_0000304	0	+	0	0	243,45,45
chr6	42536455	42581696	BLOCK_0000305	0	+	0	0	243,45,45
chr6	135969066	136014302	BLOCK_0000306	0	+	0	0	243,45,45
chr6	57006391	57051565	BLOCK_0000307	0	+	0	0	249,22,22
chr6	116185484	116230651	BLOCK_0000308	0	+	0	0	249,22,22
chr6	21494076	21539166	BLOCK_0000309	0	+	0	0	243,45,45
chr6	66907419	66952476	BLOCK_0000310	0	+	0	0	238,68,68
chr6	86663217	86708262	BLOCK_0000311	0	+	0	0	243,45,45
chr6	154364817	154409816	BLOCK_0000312	0	+	0	0	243,45,45
chr6	18422549	18467522	BLOCK_0000313	0	+	0	0	243,45,45
chr6	140956562	141001420	BLOCK_0000314	0	+	0	0	243,45,45
chr6	64077326	64122103	BLOCK_0000315	0	+	0	0	249,22,22
chr6	165201330	165246071	BLOCK_0000316	0	+	0	0	238,68,68
chr6	92481183	92525884	BLOCK_0000317	0	+	0	0	243,45,45
chr6	39601034	39645733	BLOCK_0000318	0	+	0	0	249,22,22
chr6	9838017	9882709	BLOCK_0000319	0	+	0	0	243,45,45
chr6	105754832	105799455	BLOCK_0000320	0	+	0	0	249,22,22
chr6	117949603	117994158	BLOCK_0000321	0	+	0	0	243,45,45
chr6	125171893	125216427	BLOCK_0000322	0	+	0	0	249,22,22
chr6	152775867	152820395	BLOCK_0000323	0	+	0	0	249,22,22
chr6	153412938	153457464	BLOCK_0000324	0	+	0	0	249,22,22
chr6	18601765	18646288	BLOCK_0000325	0	+	0	0	249,22,22
chr6	108641305	108685716	BLOCK_0000326	0	+	0	0	249,22,22
chr6	49794924	49839249	BLOCK_0000327	0	+	0	0	243,45,45
chr6	62386719	62431037	BLOCK_0000328	0	+	0	0	238,68,68
chr6	135624811	135669097	BLOCK_0000329	0	+	0	0	249,22,22
chr6	141063860	141108143	BLOCK_0000330	0	+	0	0	243,45,45
chr6	56486826	56531103	BLOCK_0000331	0	+	0	0	243,45,45
chr6	63510186	63554353	BLOCK_0000332	0	+	0	0	226,113,113
chr6	13210512	13254660	BLOCK_0000333	0	+	0	0	243,45,45
chr6	143651349	143695484	BLOCK_0000334	0	+	0	0	243,45,45
chr6	140019707	140063800	BLOCK_0000335	0	+	0	0	249,22,22
chr6	98694348	98738432	BLOCK_0000336	0	+	0	0	243,45,45
chr6	69544896	69588979	BLOCK_0000337	0	+	0	0	243,45,45
chr6	140259707	140303773	BLOCK_0000338	0	+	0	0	243,45,45
chr6	63111416	63155476	BLOCK_0000339	0	+	0	0	238,68,68
chr6	68321258	68365270	BLOCK_0000340	0	+	0	0	249,22,22
chr6	105016922	105060930	BLOCK_0000341	0	+	0	0	249,22,22
chr6	74632836	74676827	BLOCK_0000342	0	+	0	0	238,68,68
chr6	127781138	127825075	BLOCK_0000343	0	+	0	0	243,45,45
chr6	12638749	12682683	BLOCK_0000344	0	+	0	0	232,90,90
chr6	101546547	101590477	BLOCK_0000345	0	+	0	0	243,45,45
chr6	57665572	57709297	BLOCK_0000346	0	+	0	0	238,68,68
chr6	44061129	44104818	BLOCK_0000347	0	+	0	0	243,45,45
chr6	42151235	42194916	BLOCK_0000348	0	+	0	0	238,68,68
chr6	122380250	122423858	BLOCK_0000349	0	+	0	0	243,45,45
chr6	28796769	28840351	BLOCK_0000350	0	+	0	0	243,45,45
chr6	170871593	170915126	BLOCK_0000351	0	+	0	0	249,22,22
chr6	49411477	49454998	BLOCK_0000352	0	+	0	0	238,68,68
chr6	56586256	56629733	BLOCK_0000353	0	+	0	0	249,22,22
chr6	50298618	50342010	BLOCK_0000354	0	+	0	0	243,45,45
chr6	86289673	86333029	BLOCK_0000355	0	+	0	0	249,22,22
chr6	50842406	50885592	BLOCK_0000356	0	+	0	0	249,22,22
chr6	91798500	91841680	BLOCK_0000357	0	+	0	0	249,22,22
chr6	34758703	34801858	BLOCK_0000358	0	+	0	0	238,68,68
chr6	146248177	146291302	BLOCK_0000359	0	+	0	0	249,22,22
chr6	110187241	110230356	BLOCK_0000360	0	+	0	0	243,45,45
chr6	117724462	117767567	BLOCK_0000361	0	+	0	0	238,68,68
chr6	62235608	62278644	BLOCK_0000362	0	+	0	0	238,68,68
chr6	67975799	68018789	BLOCK_0000363	0	+	0	0	238,68,68
chr6	91264271	91307260	BLOCK_0000364	0	+	0	0	249,22,22
chr6	74873831	74916786	BLOCK_0000365	0	+	0	0	249,22,22
chr6	48098680	48141620	BLOCK_0000366	0	+	0	0	243,45,45
chr6	126659043	126701967	BLOCK_0000367	0	+	0	0	249,22,22
chr6	104338019	104380936	BLOCK_0000368	0	+	0	0	243,45,45
chr6	163500190	163543006	BLOCK_0000369	0	+	0	0	243,45,45
chr6	114678978	114721697	BLOCK_0000370	0	+	0	0	249,22,22
chr6	56898671	56941361	BLOCK_0000371	0	+	0	0	249,22,22
chr6	102237438	102280059	BLOCK_0000372	0	+	0	0	243,45,45
chr6	121290841	121333347	BLOCK_0000373	0	+	0	0	249,22,22
chr6	96947695	96990194	BLOCK_0000374	0	+	0	0	243,45,45
chr6	29289324	29331819	BLOCK_0000375	0	+	0	0	255,0,0
chr6	23126597	23169077	BLOCK_0000376	0	+	0	0	249,22,22
chr6	147774429	147816867	BLOCK_0000377	0	+	0	0	243,45,45
chr6	160186920	160229330	BLOCK_0000378	0	+	0	0	243,45,45
chr6	111280754	111323156	BLOCK_0000379	0	+	0	0	243,45,45
chr6	68412042	68454337	BLOCK_0000380	0	+	0	0	243,45,45
chr6	53176908	53219175	BLOCK_0000381	0	+	0	0	243,45,45
chr6	80237507	80279771	BLOCK_0000382	0	+	0	0	243,45,45
chr6	114118777	114160972	BLOCK_0000383	0	+	0	0	243,45,45
chr6	118637042	118679178	BLOCK_0000384	0	+	0	0	243,45,45
