track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr4	45349070	45428634	BLOCK_0000063	0	+	0	0	238,68,68
chr4	87240082	87318987	BLOCK_0000064	0	+	0	0	232,90,90
chr4	33863879	33941745	BLOCK_0000065	0	+	0	0	243,45,45
chr4	73899392	73976979	BLOCK_0000066	0	+	0	0	238,68,68
chr4	83211855	83289373	BLOCK_0000067	0	+	0	0	232,90,90
chr4	53906277	53983710	BLOCK_0000068	0	+	0	0	238,68,68
chr4	64819935	64896796	BLOCK_0000069	0	+	0	0	232,90,90
chr4	97936898	98013561	BLOCK_0000070	0	+	0	0	238,68,68
chr4	56326651	56402846	BLOCK_0000071	0	+	0	0	232,90,90
chr4	72440682	72516813	BLOCK_0000072	0	+	0	0	232,90,90
chr4	121797812	121873859	BLOCK_0000073	0	+	0	0	238,68,68
chr4	75760504	75836550	BLOCK_0000074	0	+	0	0	238,68,68
chr4	148114192	148189629	BLOCK_0000075	0	+	0	0	232,90,90
chr4	98069011	98144339	BLOCK_0000076	0	+	0	0	238,68,68
chr4	134463476	134538331	BLOCK_0000077	0	+	0	0	226,113,113
chr4	159191052	159265619	BLOCK_0000078	0	+	0	0	238,68,68
chr4	71602820	71677332	BLOCK_0000079	0	+	0	0	243,45,45
chr4	86853558	86927858	BLOCK_0000080	0	+	0	0	238,68,68
chr4	110057087	110131064	BLOCK_0000081	0	+	0	0	238,68,68
chr4	136164796	136238531	BLOCK_0000082	0	+	0	0	243,45,45
chr4	80106061	80179731	BLOCK_0000083	0	+	0	0	232,90,90
chr4	35449371	35522972	BLOCK_0000084	0	+	0	0	226,113,113
chr4	73037142	73110613	BLOCK_0000085	0	+	0	0	238,68,68
chr4	67475705	67548982	BLOCK_0000086	0	+	0	0	238,68,68
chr4	183942325	184015372	BLOCK_0000087	0	+	0	0	238,68,68
chr4	47695737	47768763	BLOCK_0000088	0	+	0	0	238,68,68
chr4	152545117	152617316	BLOCK_0000089	0	+	0	0	238,68,68
chr4	172661677	172733788	BLOCK_0000090	0	+	0	0	238,68,68
chr4	120426430	120498280	BLOCK_0000091	0	+	0	0	243,45,45
chr4	78625435	78696879	BLOCK_0000092	0	+	0	0	243,45,45
chr4	102147302	102218715	BLOCK_0000093	0	+	0	0	238,68,68
chr4	150975539	151046934	BLOCK_0000094	0	+	0	0	238,68,68
chr4	119592563	119663731	BLOCK_0000095	0	+	0	0	238,68,68
chr4	159672059	159743186	BLOCK_0000096	0	+	0	0	238,68,68
chr4	33235852	33306803	BLOCK_0000097	0	+	0	0	226,113,113
chr4	59719212	59790091	BLOCK_0000098	0	+	0	0	249,22,22
chr4	20139071	20209906	BLOCK_0000099	0	+	0	0	232,90,90
chr4	67722262	67792997	BLOCK_0000100	0	+	0	0	238,68,68
chr4	123263671	123333671	BLOCK_0000101	0	+	0	0	238,68,68
chr4	70362561	70432006	BLOCK_0000102	0	+	0	0	215,158,158
chr4	173640935	173710283	BLOCK_0000103	0	+	0	0	238,68,68
chr4	131721484	131790635	BLOCK_0000104	0	+	0	0	238,68,68
chr4	63088043	63157094	BLOCK_0000105	0	+	0	0	232,90,90
chr4	172069407	172138393	BLOCK_0000106	0	+	0	0	238,68,68
chr4	106716124	106785055	BLOCK_0000107	0	+	0	0	238,68,68
chr4	177003424	177071841	BLOCK_0000108	0	+	0	0	238,68,68
chr4	142611143	142679315	BLOCK_0000109	0	+	0	0	243,45,45
chr4	80405319	80473476	BLOCK_0000110	0	+	0	0	238,68,68
chr4	19096263	19163672	BLOCK_0000111	0	+	0	0	238,68,68
chr4	109562365	109629746	BLOCK_0000112	0	+	0	0	226,113,113
chr4	67839455	67906728	BLOCK_0000113	0	+	0	0	238,68,68
chr4	155106693	155173796	BLOCK_0000114	0	+	0	0	243,45,45
chr4	32957041	33024071	BLOCK_0000115	0	+	0	0	238,68,68
chr4	167272188	167339118	BLOCK_0000116	0	+	0	0	232,90,90
chr4	99918849	99985098	BLOCK_0000117	0	+	0	0	243,45,45
chr4	48552055	48618155	BLOCK_0000118	0	+	0	0	243,45,45
chr4	169126390	169192449	BLOCK_0000119	0	+	0	0	238,68,68
chr4	18878005	18944001	BLOCK_0000120	0	+	0	0	243,45,45
chr4	35807973	35873941	BLOCK_0000121	0	+	0	0	232,90,90
chr4	95137144	95203097	BLOCK_0000122	0	+	0	0	243,45,45
chr4	125182097	125247858	BLOCK_0000123	0	+	0	0	243,45,45
chr4	102451710	102517121	BLOCK_0000124	0	+	0	0	232,90,90
chr4	94607633	94673037	BLOCK_0000125	0	+	0	0	238,68,68
chr4	102319644	102385032	BLOCK_0000126	0	+	0	0	232,90,90
chr4	47213165	47278103	BLOCK_0000127	0	+	0	0	232,90,90
chr4	158866431	158930994	BLOCK_0000128	0	+	0	0	243,45,45
chr4	134729469	134794020	BLOCK_0000129	0	+	0	0	243,45,45
chr4	28181064	28245538	BLOCK_0000130	0	+	0	0	232,90,90
chr4	44190394	44254868	BLOCK_0000131	0	+	0	0	243,45,45
chr4	149785591	149850061	BLOCK_0000132	0	+	0	0	238,68,68
chr4	85012811	85077045	BLOCK_0000133	0	+	0	0	243,45,45
chr4	67399643	67463707	BLOCK_0000134	0	+	0	0	243,45,45
chr4	155556596	155620609	BLOCK_0000135	0	+	0	0	243,45,45
chr4	85974024	86038028	BLOCK_0000136	0	+	0	0	238,68,68
chr4	142273090	142336808	BLOCK_0000137	0	+	0	0	238,68,68
chr4	39149741	39213399	BLOCK_0000138	0	+	0	0	238,68,68
chr4	129882748	129946283	BLOCK_0000139	0	+	0	0	243,45,45
chr4	159471283	159534763	BLOCK_0000140	0	+	0	0	243,45,45
chr4	143550482	143613755	BLOCK_0000141	0	+	0	0	243,45,45
chr4	69606002	69669270	BLOCK_0000142	0	+	0	0	238,68,68
chr4	143858214	143921409	BLOCK_0000143	0	+	0	0	238,68,68
chr4	46639179	46702343	BLOCK_0000144	0	+	0	0	238,68,68
chr4	172263476	172326559	BLOCK_0000145	0	+	0	0	238,68,68
chr4	72270352	72333360	BLOCK_0000146	0	+	0	0	243,45,45
chr4	116073007	116136009	BLOCK_0000147	0	+	0	0	243,45,45
chr4	77872088	77935067	BLOCK_0000148	0	+	0	0	238,68,68
chr4	134001444	134063974	BLOCK_0000149	0	+	0	0	243,45,45
chr4	150570106	150632409	BLOCK_0000150	0	+	0	0	243,45,45
chr4	53191827	53254106	BLOCK_0000151	0	+	0	0	238,68,68
chr4	125100856	125163097	BLOCK_0000152	0	+	0	0	243,45,45
chr4	150214374	150276389	BLOCK_0000153	0	+	0	0	238,68,68
chr4	33316428	33378232	BLOCK_0000154	0	+	0	0	238,68,68
chr4	27492124	27553877	BLOCK_0000155	0	+	0	0	238,68,68
chr4	104610662	104672280	BLOCK_0000156	0	+	0	0	238,68,68
chr4	100447615	100509167	BLOCK_0000157	0	+	0	0	238,68,68
chr4	140351606	140413146	BLOCK_0000158	0	+	0	0	243,45,45
chr4	129024960	129086464	BLOCK_0000159	0	+	0	0	232,90,90
chr4	135580589	135641960	BLOCK_0000160	0	+	0	0	238,68,68
chr4	136673253	136734537	BLOCK_0000161	0	+	0	0	238,68,68
chr4	73982684	74043830	BLOCK_0000162	0	+	0	0	243,45,45
chr4	127787448	127848312	BLOCK_0000163	0	+	0	0	232,90,90
chr4	65451292	65511953	BLOCK_0000164	0	+	0	0	238,68,68
chr4	88571914	88632575	BLOCK_0000165	0	+	0	0	243,45,45
chr4	2064355	2124814	BLOCK_0000166	0	+	0	0	243,45,45
chr4	150000536	150060918	BLOCK_0000167	0	+	0	0	243,45,45
chr4	78273451	78333798	BLOCK_0000168	0	+	0	0	243,45,45
chr4	118109122	118169393	BLOCK_0000169	0	+	0	0	238,68,68
chr4	89943473	90003669	BLOCK_0000170	0	+	0	0	238,68,68
chr4	103896791	103956956	BLOCK_0000171	0	+	0	0	249,22,22
chr4	117096023	117156113	BLOCK_0000172	0	+	0	0	243,45,45
chr4	161670416	161730294	BLOCK_0000173	0	+	0	0	238,68,68
chr4	144442735	144502160	BLOCK_0000174	0	+	0	0	238,68,68
chr4	179810028	179869329	BLOCK_0000175	0	+	0	0	238,68,68
chr4	66849523	66908727	BLOCK_0000176	0	+	0	0	243,45,45
chr4	103689069	103748224	BLOCK_0000177	0	+	0	0	238,68,68
chr4	130817769	130876818	BLOCK_0000178	0	+	0	0	238,68,68
chr4	62004367	62063122	BLOCK_0000179	0	+	0	0	238,68,68
chr4	52710114	52768705	BLOCK_0000180	0	+	0	0	243,45,45
chr4	77277624	77336203	BLOCK_0000181	0	+	0	0	238,68,68
chr4	123413298	123471756	BLOCK_0000182	0	+	0	0	243,45,45
chr4	58947681	59006009	BLOCK_0000183	0	+	0	0	238,68,68
chr4	149903982	149962168	BLOCK_0000184	0	+	0	0	243,45,45
chr4	135648802	135706896	BLOCK_0000185	0	+	0	0	243,45,45
chr4	11663555	11721556	BLOCK_0000186	0	+	0	0	232,90,90
chr4	41910384	41968209	BLOCK_0000187	0	+	0	0	243,45,45
chr4	185603007	185660661	BLOCK_0000188	0	+	0	0	238,68,68
chr4	58539700	58597247	BLOCK_0000189	0	+	0	0	232,90,90
chr4	41978107	42035595	BLOCK_0000190	0	+	0	0	238,68,68
chr4	85227596	85284920	BLOCK_0000191	0	+	0	0	243,45,45
chr4	63767497	63824764	BLOCK_0000192	0	+	0	0	238,68,68
chr4	22320535	22377787	BLOCK_0000193	0	+	0	0	238,68,68
chr4	147214029	147271234	BLOCK_0000194	0	+	0	0	243,45,45
chr4	115523488	115580680	BLOCK_0000195	0	+	0	0	249,22,22
chr4	132899603	132956768	BLOCK_0000196	0	+	0	0	243,45,45
chr4	101134500	101191613	BLOCK_0000197	0	+	0	0	238,68,68
chr4	18945469	19002282	BLOCK_0000198	0	+	0	0	243,45,45
chr4	162157012	162213821	BLOCK_0000199	0	+	0	0	238,68,68
chr4	76681582	76738361	BLOCK_0000200	0	+	0	0	243,45,45
chr4	28258930	28315343	BLOCK_0000201	0	+	0	0	243,45,45
chr4	81002230	81058566	BLOCK_0000202	0	+	0	0	243,45,45
chr4	123866113	123922378	BLOCK_0000203	0	+	0	0	243,45,45
chr4	24828799	24884993	BLOCK_0000204	0	+	0	0	243,45,45
chr4	49010952	49067067	BLOCK_0000205	0	+	0	0	238,68,68
chr4	177785442	177841550	BLOCK_0000206	0	+	0	0	238,68,68
chr4	80719386	80775314	BLOCK_0000207	0	+	0	0	243,45,45
chr4	79348683	79404548	BLOCK_0000208	0	+	0	0	238,68,68
chr4	45568942	45624694	BLOCK_0000209	0	+	0	0	232,90,90
chr4	118872820	118928433	BLOCK_0000210	0	+	0	0	243,45,45
chr4	19919492	19975070	BLOCK_0000211	0	+	0	0	238,68,68
chr4	124180891	124236412	BLOCK_0000212	0	+	0	0	243,45,45
chr4	119716950	119772460	BLOCK_0000213	0	+	0	0	238,68,68
chr4	145319972	145375405	BLOCK_0000214	0	+	0	0	243,45,45
chr4	132525794	132581182	BLOCK_0000215	0	+	0	0	243,45,45
chr4	112431691	112487027	BLOCK_0000216	0	+	0	0	243,45,45
chr4	109801865	109857199	BLOCK_0000217	0	+	0	0	243,45,45
chr4	68356827	68412148	BLOCK_0000218	0	+	0	0	238,68,68
chr4	86236167	86291465	BLOCK_0000219	0	+	0	0	238,68,68
chr4	137422945	137478051	BLOCK_0000220	0	+	0	0	238,68,68
chr4	129314791	129369735	BLOCK_0000221	0	+	0	0	238,68,68
chr4	167119681	167174593	BLOCK_0000222	0	+	0	0	243,45,45
chr4	145723856	145778752	BLOCK_0000223	0	+	0	0	243,45,45
chr4	60610014	60664846	BLOCK_0000224	0	+	0	0	243,45,45
chr4	36786694	36841391	BLOCK_0000225	0	+	0	0	232,90,90
chr4	149621320	149675943	BLOCK_0000226	0	+	0	0	243,45,45
chr4	147720095	147774636	BLOCK_0000227	0	+	0	0	243,45,45
chr4	145259126	145313641	BLOCK_0000228	0	+	0	0	238,68,68
chr4	157664231	157718612	BLOCK_0000229	0	+	0	0	249,22,22
chr4	141433604	141487955	BLOCK_0000230	0	+	0	0	243,45,45
chr4	165325478	165379823	BLOCK_0000231	0	+	0	0	243,45,45
chr4	111550515	111604727	BLOCK_0000232	0	+	0	0	238,68,68
chr4	63272684	63326857	BLOCK_0000233	0	+	0	0	238,68,68
chr4	162005736	162059871	BLOCK_0000234	0	+	0	0	232,90,90
chr4	134801740	134855700	BLOCK_0000235	0	+	0	0	238,68,68
chr4	29596616	29650404	BLOCK_0000236	0	+	0	0	238,68,68
chr4	54841263	54895022	BLOCK_0000237	0	+	0	0	249,22,22
chr4	48127262	48180989	BLOCK_0000238	0	+	0	0	243,45,45
chr4	108672810	108726396	BLOCK_0000239	0	+	0	0	243,45,45
chr4	29988199	30041667	BLOCK_0000240	0	+	0	0	243,45,45
chr4	80867552	80921001	BLOCK_0000241	0	+	0	0	249,22,22
chr4	130878519	130931952	BLOCK_0000242	0	+	0	0	243,45,45
chr4	64615347	64668719	BLOCK_0000243	0	+	0	0	243,45,45
chr4	143784541	143837901	BLOCK_0000244	0	+	0	0	243,45,45
chr4	2191622	2244865	BLOCK_0000245	0	+	0	0	243,45,45
chr4	56722173	56775165	BLOCK_0000246	0	+	0	0	243,45,45
chr4	122088141	122141101	BLOCK_0000247	0	+	0	0	243,45,45
chr4	175740748	175793692	BLOCK_0000248	0	+	0	0	232,90,90
chr4	145380633	145433575	BLOCK_0000249	0	+	0	0	243,45,45
chr4	114942143	114995056	BLOCK_0000250	0	+	0	0	243,45,45
chr4	46880221	46933123	BLOCK_0000251	0	+	0	0	238,68,68
chr4	42583442	42636219	BLOCK_0000252	0	+	0	0	243,45,45
chr4	176580126	176632876	BLOCK_0000253	0	+	0	0	243,45,45
chr4	60201399	60254101	BLOCK_0000254	0	+	0	0	238,68,68
chr4	74767116	74819806	BLOCK_0000255	0	+	0	0	243,45,45
chr4	26977729	27030406	BLOCK_0000256	0	+	0	0	243,45,45
chr4	134947518	135000167	BLOCK_0000257	0	+	0	0	243,45,45
chr4	16284889	16337475	BLOCK_0000258	0	+	0	0	238,68,68
chr4	81892037	81944558	BLOCK_0000259	0	+	0	0	249,22,22
chr4	97652806	97705281	BLOCK_0000260	0	+	0	0	243,45,45
chr4	207187	259638	BLOCK_0000261	0	+	0	0	243,45,45
chr4	140177330	140229737	BLOCK_0000262	0	+	0	0	243,45,45
chr4	17813711	17866112	BLOCK_0000263	0	+	0	0	243,45,45
chr4	39047500	39099888	BLOCK_0000264	0	+	0	0	238,68,68
chr4	170293611	170345893	BLOCK_0000265	0	+	0	0	243,45,45
chr4	106144735	106196951	BLOCK_0000266	0	+	0	0	243,45,45
chr4	68303991	68356205	BLOCK_0000267	0	+	0	0	238,68,68
chr4	167785513	167837707	BLOCK_0000268	0	+	0	0	249,22,22
chr4	112838566	112890744	BLOCK_0000269	0	+	0	0	249,22,22
chr4	72645806	72697980	BLOCK_0000270	0	+	0	0	243,45,45
chr4	55753035	55805199	BLOCK_0000271	0	+	0	0	243,45,45
chr4	63968668	64020657	BLOCK_0000272	0	+	0	0	238,68,68
chr4	135824591	135876571	BLOCK_0000273	0	+	0	0	243,45,45
chr4	105131695	105183645	BLOCK_0000274	0	+	0	0	243,45,45
chr4	102770103	102822045	BLOCK_0000275	0	+	0	0	249,22,22
chr4	589664	641519	BLOCK_0000276	0	+	0	0	238,68,68
chr4	54218086	54269833	BLOCK_0000277	0	+	0	0	243,45,45
chr4	138265065	138316736	BLOCK_0000278	0	+	0	0	243,45,45
chr4	150392797	150444367	BLOCK_0000279	0	+	0	0	238,68,68
chr4	15544476	15596024	BLOCK_0000280	0	+	0	0	243,45,45
chr4	102973987	103025467	BLOCK_0000281	0	+	0	0	243,45,45
chr4	178374869	178426345	BLOCK_0000282	0	+	0	0	238,68,68
chr4	137478879	137530327	BLOCK_0000283	0	+	0	0	243,45,45
chr4	133937937	133989342	BLOCK_0000284	0	+	0	0	243,45,45
chr4	61006473	61057843	BLOCK_0000285	0	+	0	0	238,68,68
chr4	71053724	71105013	BLOCK_0000286	0	+	0	0	243,45,45
chr4	165068987	165120246	BLOCK_0000287	0	+	0	0	238,68,68
chr4	90938815	90989980	BLOCK_0000288	0	+	0	0	238,68,68
chr4	46137830	46188778	BLOCK_0000289	0	+	0	0	243,45,45
chr4	171496425	171547350	BLOCK_0000290	0	+	0	0	243,45,45
chr4	70833723	70884602	BLOCK_0000291	0	+	0	0	243,45,45
chr4	120056815	120107683	BLOCK_0000292	0	+	0	0	243,45,45
chr4	53763040	53813791	BLOCK_0000293	0	+	0	0	249,22,22
chr4	85851965	85902611	BLOCK_0000294	0	+	0	0	243,45,45
chr4	167450197	167500792	BLOCK_0000295	0	+	0	0	249,22,22
chr4	114114179	114164650	BLOCK_0000296	0	+	0	0	243,45,45
chr4	13632927	13683330	BLOCK_0000297	0	+	0	0	243,45,45
chr4	72149030	72199410	BLOCK_0000298	0	+	0	0	243,45,45
chr4	93519642	93569881	BLOCK_0000299	0	+	0	0	243,45,45
chr4	143390910	143441052	BLOCK_0000300	0	+	0	0	249,22,22
chr4	133129479	133179585	BLOCK_0000301	0	+	0	0	238,68,68
chr4	143667593	143717643	BLOCK_0000302	0	+	0	0	243,45,45
chr4	45645798	45695762	BLOCK_0000303	0	+	0	0	232,90,90
chr4	179565640	179615602	BLOCK_0000304	0	+	0	0	243,45,45
chr4	147391468	147441359	BLOCK_0000305	0	+	0	0	249,22,22
chr4	149485440	149535284	BLOCK_0000306	0	+	0	0	243,45,45
chr4	184039950	184089770	BLOCK_0000307	0	+	0	0	243,45,45
chr4	18443633	18493214	BLOCK_0000308	0	+	0	0	238,68,68
chr4	79959759	80009294	BLOCK_0000309	0	+	0	0	238,68,68
chr4	138878035	138927548	BLOCK_0000310	0	+	0	0	238,68,68
chr4	121573754	121623209	BLOCK_0000311	0	+	0	0	238,68,68
chr4	133463772	133513227	BLOCK_0000312	0	+	0	0	243,45,45
chr4	46765241	46814657	BLOCK_0000313	0	+	0	0	243,45,45
chr4	176214892	176264198	BLOCK_0000314	0	+	0	0	243,45,45
chr4	105523084	105572382	BLOCK_0000315	0	+	0	0	238,68,68
chr4	69071321	69120585	BLOCK_0000316	0	+	0	0	243,45,45
chr4	80484778	80534040	BLOCK_0000317	0	+	0	0	243,45,45
chr4	103423667	103472885	BLOCK_0000318	0	+	0	0	249,22,22
chr4	108419484	108468632	BLOCK_0000319	0	+	0	0	243,45,45
chr4	106296508	106345638	BLOCK_0000320	0	+	0	0	238,68,68
chr4	48817703	48866742	BLOCK_0000321	0	+	0	0	243,45,45
chr4	164411073	164460007	BLOCK_0000322	0	+	0	0	243,45,45
chr4	91116003	91164687	BLOCK_0000323	0	+	0	0	238,68,68
chr4	118262620	118311300	BLOCK_0000324	0	+	0	0	243,45,45
chr4	18615197	18663694	BLOCK_0000325	0	+	0	0	243,45,45
chr4	97244155	97292598	BLOCK_0000326	0	+	0	0	243,45,45
chr4	116600034	116648440	BLOCK_0000327	0	+	0	0	243,45,45
chr4	160387437	160435837	BLOCK_0000328	0	+	0	0	249,22,22
chr4	149416632	149464950	BLOCK_0000329	0	+	0	0	243,45,45
chr4	112719237	112767553	BLOCK_0000330	0	+	0	0	243,45,45
chr4	22006439	22054692	BLOCK_0000331	0	+	0	0	243,45,45
chr4	98703667	98751884	BLOCK_0000332	0	+	0	0	238,68,68
chr4	42500146	42548260	BLOCK_0000333	0	+	0	0	243,45,45
chr4	116432816	116480710	BLOCK_0000334	0	+	0	0	243,45,45
chr4	54485327	54533220	BLOCK_0000335	0	+	0	0	243,45,45
chr4	60692360	60740244	BLOCK_0000336	0	+	0	0	238,68,68
chr4	136477559	136525391	BLOCK_0000337	0	+	0	0	243,45,45
chr4	34416269	34464041	BLOCK_0000338	0	+	0	0	243,45,45
chr4	107362606	107410274	BLOCK_0000339	0	+	0	0	243,45,45
chr4	167503755	167551359	BLOCK_0000340	0	+	0	0	243,45,45
chr4	85090749	85138249	BLOCK_0000341	0	+	0	0	249,22,22
chr4	117461718	117509200	BLOCK_0000342	0	+	0	0	238,68,68
chr4	124475157	124522628	BLOCK_0000343	0	+	0	0	249,22,22
chr4	45962206	46009644	BLOCK_0000344	0	+	0	0	238,68,68
chr4	116993762	117041193	BLOCK_0000345	0	+	0	0	243,45,45
chr4	128046791	128094151	BLOCK_0000346	0	+	0	0	243,45,45
chr4	60002368	60049653	BLOCK_0000347	0	+	0	0	232,90,90
chr4	82893163	82940361	BLOCK_0000348	0	+	0	0	243,45,45
chr4	19228689	19275886	BLOCK_0000349	0	+	0	0	249,22,22
chr4	142020902	142068093	BLOCK_0000350	0	+	0	0	243,45,45
chr4	116019165	116066343	BLOCK_0000351	0	+	0	0	243,45,45
chr4	115019296	115066469	BLOCK_0000352	0	+	0	0	243,45,45
chr4	86187461	86234611	BLOCK_0000353	0	+	0	0	249,22,22
chr4	35332661	35379676	BLOCK_0000354	0	+	0	0	238,68,68
chr4	169079335	169126308	BLOCK_0000355	0	+	0	0	249,22,22
chr4	95087248	95134165	BLOCK_0000356	0	+	0	0	243,45,45
chr4	79579045	79625878	BLOCK_0000357	0	+	0	0	249,22,22
chr4	84503126	84549826	BLOCK_0000358	0	+	0	0	238,68,68
chr4	153726548	153773180	BLOCK_0000359	0	+	0	0	249,22,22
chr4	132315837	132362364	BLOCK_0000360	0	+	0	0	243,45,45
chr4	104250101	104296612	BLOCK_0000361	0	+	0	0	243,45,45
chr4	101727460	101773908	BLOCK_0000362	0	+	0	0	249,22,22
chr4	169785755	169832201	BLOCK_0000363	0	+	0	0	249,22,22
chr4	169246321	169292759	BLOCK_0000364	0	+	0	0	238,68,68
chr4	106944781	106991115	BLOCK_0000365	0	+	0	0	243,45,45
chr4	34974596	35020916	BLOCK_0000366	0	+	0	0	238,68,68
chr4	158315902	158362083	BLOCK_0000367	0	+	0	0	243,45,45
chr4	74545707	74591855	BLOCK_0000368	0	+	0	0	243,45,45
chr4	133791603	133837684	BLOCK_0000369	0	+	0	0	232,90,90
chr4	87982876	88028940	BLOCK_0000370	0	+	0	0	243,45,45
chr4	138026799	138072853	BLOCK_0000371	0	+	0	0	243,45,45
chr4	47917122	47963093	BLOCK_0000372	0	+	0	0	238,68,68
chr4	160921115	160966959	BLOCK_0000373	0	+	0	0	243,45,45
chr4	56822757	56868552	BLOCK_0000374	0	+	0	0	249,22,22
chr4	123639000	123684778	BLOCK_0000375	0	+	0	0	249,22,22
chr4	179199152	179244867	BLOCK_0000376	0	+	0	0	243,45,45
chr4	75012853	75058436	BLOCK_0000377	0	+	0	0	249,22,22
chr4	101029263	101074846	BLOCK_0000378	0	+	0	0	249,22,22
chr4	44919747	44965317	BLOCK_0000379	0	+	0	0	243,45,45
chr4	129167404	129212825	BLOCK_0000380	0	+	0	0	243,45,45
chr4	93239816	93284839	BLOCK_0000381	0	+	0	0	249,22,22
chr4	145454232	145499204	BLOCK_0000382	0	+	0	0	243,45,45
chr4	115764834	115809796	BLOCK_0000383	0	+	0	0	243,45,45
chr4	66057915	66102787	BLOCK_0000384	0	+	0	0	243,45,45
