track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr9	28956223	28991110	BLOCK_0000227	0	+	0	0	243,45,45
chr9	3530375	3565211	BLOCK_0000228	0	+	0	0	249,22,22
chr9	87608595	87643399	BLOCK_0000229	0	+	0	0	249,22,22
chr9	84051267	84086002	BLOCK_0000230	0	+	0	0	249,22,22
chr9	89331137	89365622	BLOCK_0000231	0	+	0	0	249,22,22
chr9	13533026	13567440	BLOCK_0000232	0	+	0	0	243,45,45
chr9	140489319	140523705	BLOCK_0000233	0	+	0	0	243,45,45
chr9	121326409	121360793	BLOCK_0000234	0	+	0	0	249,22,22
chr9	115330577	115364888	BLOCK_0000235	0	+	0	0	249,22,22
chr9	97768286	97802593	BLOCK_0000236	0	+	0	0	249,22,22
chr9	33119241	33153527	BLOCK_0000237	0	+	0	0	243,45,45
chr9	103749454	103783737	BLOCK_0000238	0	+	0	0	249,22,22
chr9	87820224	87854499	BLOCK_0000239	0	+	0	0	249,22,22
chr9	12684457	12718695	BLOCK_0000240	0	+	0	0	249,22,22
chr9	29960458	29994642	BLOCK_0000241	0	+	0	0	249,22,22
chr9	108705159	108739271	BLOCK_0000242	0	+	0	0	243,45,45
chr9	102430498	102464577	BLOCK_0000243	0	+	0	0	249,22,22
chr9	106334670	106368683	BLOCK_0000244	0	+	0	0	249,22,22
chr9	131238593	131272590	BLOCK_0000245	0	+	0	0	249,22,22
chr9	109718637	109752583	BLOCK_0000246	0	+	0	0	249,22,22
chr9	117645562	117679474	BLOCK_0000247	0	+	0	0	249,22,22
chr9	89086848	89120751	BLOCK_0000248	0	+	0	0	243,45,45
chr9	125028211	125062104	BLOCK_0000249	0	+	0	0	249,22,22
chr9	35778744	35812623	BLOCK_0000250	0	+	0	0	249,22,22
chr9	91535901	91569766	BLOCK_0000251	0	+	0	0	249,22,22
chr9	92736448	92770297	BLOCK_0000252	0	+	0	0	249,22,22
chr9	121384794	121418459	BLOCK_0000253	0	+	0	0	249,22,22
chr9	117198870	117232423	BLOCK_0000254	0	+	0	0	243,45,45
chr9	15847097	15880544	BLOCK_0000255	0	+	0	0	243,45,45
chr9	69138627	69171947	BLOCK_0000256	0	+	0	0	255,0,0
chr9	35281626	35314743	BLOCK_0000257	0	+	0	0	255,0,0
chr9	120361418	120394503	BLOCK_0000258	0	+	0	0	249,22,22
chr9	30707251	30740225	BLOCK_0000259	0	+	0	0	249,22,22
chr9	122909390	122942242	BLOCK_0000260	0	+	0	0	249,22,22
chr9	89457571	89490410	BLOCK_0000261	0	+	0	0	249,22,22
chr9	79729388	79762083	BLOCK_0000262	0	+	0	0	243,45,45
chr9	134563146	134595817	BLOCK_0000263	0	+	0	0	249,22,22
chr9	118642034	118674664	BLOCK_0000264	0	+	0	0	249,22,22
chr9	75136789	75169376	BLOCK_0000265	0	+	0	0	243,45,45
chr9	115002314	115034899	BLOCK_0000266	0	+	0	0	249,22,22
chr9	127838223	127870808	BLOCK_0000267	0	+	0	0	249,22,22
chr9	27658096	27690676	BLOCK_0000268	0	+	0	0	249,22,22
chr9	120790373	120822936	BLOCK_0000269	0	+	0	0	249,22,22
chr9	106623923	106656480	BLOCK_0000270	0	+	0	0	243,45,45
chr9	77115041	77147593	BLOCK_0000271	0	+	0	0	249,22,22
chr9	32547185	32579732	BLOCK_0000272	0	+	0	0	249,22,22
chr9	130187473	130219990	BLOCK_0000273	0	+	0	0	243,45,45
chr9	31838382	31870828	BLOCK_0000274	0	+	0	0	249,22,22
chr9	127688014	127720397	BLOCK_0000275	0	+	0	0	249,22,22
chr9	110887934	110920309	BLOCK_0000276	0	+	0	0	243,45,45
chr9	91453583	91485940	BLOCK_0000277	0	+	0	0	243,45,45
chr9	78174771	78207013	BLOCK_0000278	0	+	0	0	249,22,22
chr9	30905924	30938150	BLOCK_0000279	0	+	0	0	243,45,45
chr9	122073207	122105430	BLOCK_0000280	0	+	0	0	249,22,22
chr9	115289026	115321204	BLOCK_0000281	0	+	0	0	249,22,22
chr9	31634390	31666546	BLOCK_0000282	0	+	0	0	249,22,22
chr9	79015404	79047559	BLOCK_0000283	0	+	0	0	249,22,22
chr9	92179249	92211403	BLOCK_0000284	0	+	0	0	243,45,45
chr9	111461899	111494044	BLOCK_0000285	0	+	0	0	243,45,45
chr9	88470524	88502664	BLOCK_0000286	0	+	0	0	249,22,22
chr9	81979976	82012110	BLOCK_0000287	0	+	0	0	249,22,22
chr9	99985788	100017901	BLOCK_0000288	0	+	0	0	243,45,45
chr9	129625226	129657280	BLOCK_0000289	0	+	0	0	249,22,22
chr9	116591887	116623854	BLOCK_0000290	0	+	0	0	249,22,22
chr9	111182146	111214074	BLOCK_0000291	0	+	0	0	249,22,22
chr9	73817883	73849796	BLOCK_0000292	0	+	0	0	243,45,45
chr9	73853074	73884985	BLOCK_0000293	0	+	0	0	249,22,22
chr9	81108303	81140210	BLOCK_0000294	0	+	0	0	243,45,45
chr9	94713368	94745202	BLOCK_0000295	0	+	0	0	249,22,22
chr9	10620612	10652408	BLOCK_0000296	0	+	0	0	249,22,22
chr9	95996573	96028252	BLOCK_0000297	0	+	0	0	249,22,22
chr9	37487105	37518761	BLOCK_0000298	0	+	0	0	249,22,22
chr9	106440810	106472373	BLOCK_0000299	0	+	0	0	249,22,22
chr9	114120856	114152416	BLOCK_0000300	0	+	0	0	249,22,22
chr9	108907267	108938824	BLOCK_0000301	0	+	0	0	243,45,45
chr9	36189647	36221175	BLOCK_0000302	0	+	0	0	249,22,22
chr9	74398785	74430257	BLOCK_0000303	0	+	0	0	249,22,22
chr9	105716752	105748184	BLOCK_0000304	0	+	0	0	243,45,45
chr9	7413068	7444496	BLOCK_0000305	0	+	0	0	243,45,45
chr9	91712971	91744370	BLOCK_0000306	0	+	0	0	249,22,22
chr9	116028823	116060124	BLOCK_0000307	0	+	0	0	249,22,22
chr9	82377154	82408425	BLOCK_0000308	0	+	0	0	249,22,22
chr9	11369154	11400407	BLOCK_0000309	0	+	0	0	243,45,45
chr9	113861768	113892963	BLOCK_0000310	0	+	0	0	243,45,45
chr9	115255974	115287122	BLOCK_0000311	0	+	0	0	249,22,22
chr9	120970335	121001481	BLOCK_0000312	0	+	0	0	249,22,22
chr9	31546224	31577369	BLOCK_0000313	0	+	0	0	249,22,22
chr9	122170334	122201471	BLOCK_0000314	0	+	0	0	243,45,45
chr9	85693510	85724636	BLOCK_0000315	0	+	0	0	249,22,22
chr9	10718402	10749446	BLOCK_0000316	0	+	0	0	243,45,45
chr9	100823084	100853942	BLOCK_0000317	0	+	0	0	255,0,0
chr9	131564585	131595407	BLOCK_0000318	0	+	0	0	243,45,45
chr9	115981113	116011925	BLOCK_0000319	0	+	0	0	249,22,22
chr9	135903625	135934431	BLOCK_0000320	0	+	0	0	249,22,22
chr9	107396493	107427275	BLOCK_0000321	0	+	0	0	249,22,22
chr9	106514526	106545276	BLOCK_0000322	0	+	0	0	249,22,22
chr9	94582457	94613202	BLOCK_0000323	0	+	0	0	249,22,22
chr9	107151989	107182730	BLOCK_0000324	0	+	0	0	243,45,45
chr9	89827413	89858138	BLOCK_0000325	0	+	0	0	249,22,22
chr9	128424508	128455206	BLOCK_0000326	0	+	0	0	249,22,22
chr9	140643872	140674560	BLOCK_0000327	0	+	0	0	249,22,22
chr9	128228026	128258684	BLOCK_0000328	0	+	0	0	249,22,22
chr9	34391231	34421879	BLOCK_0000329	0	+	0	0	249,22,22
chr9	111540566	111571212	BLOCK_0000330	0	+	0	0	249,22,22
chr9	90099651	90130280	BLOCK_0000331	0	+	0	0	243,45,45
chr9	105652714	105683337	BLOCK_0000332	0	+	0	0	249,22,22
chr9	80548797	80579382	BLOCK_0000333	0	+	0	0	249,22,22
chr9	113915284	113945842	BLOCK_0000334	0	+	0	0	249,22,22
chr9	84836584	84867135	BLOCK_0000335	0	+	0	0	249,22,22
chr9	96591066	96621617	BLOCK_0000336	0	+	0	0	249,22,22
chr9	80498228	80528757	BLOCK_0000337	0	+	0	0	249,22,22
chr9	100132829	100163234	BLOCK_0000338	0	+	0	0	249,22,22
chr9	93182201	93212562	BLOCK_0000339	0	+	0	0	243,45,45
chr9	89880834	89911043	BLOCK_0000340	0	+	0	0	249,22,22
chr9	135774536	135804735	BLOCK_0000341	0	+	0	0	249,22,22
chr9	76065504	76095696	BLOCK_0000342	0	+	0	0	249,22,22
chr9	104594043	104624140	BLOCK_0000343	0	+	0	0	249,22,22
chr9	31590445	31620541	BLOCK_0000344	0	+	0	0	249,22,22
chr9	96640702	96670716	BLOCK_0000345	0	+	0	0	243,45,45
chr9	27771268	27801225	BLOCK_0000346	0	+	0	0	249,22,22
chr9	108168531	108198457	BLOCK_0000347	0	+	0	0	249,22,22
chr9	129176927	129206832	BLOCK_0000348	0	+	0	0	249,22,22
chr9	13461550	13491436	BLOCK_0000349	0	+	0	0	249,22,22
chr9	130433833	130463648	BLOCK_0000350	0	+	0	0	249,22,22
chr9	123359468	123389204	BLOCK_0000351	0	+	0	0	249,22,22
chr9	35328667	35358402	BLOCK_0000352	0	+	0	0	249,22,22
chr9	101694958	101724686	BLOCK_0000353	0	+	0	0	249,22,22
chr9	72375310	72405026	BLOCK_0000354	0	+	0	0	249,22,22
chr9	24947047	24976619	BLOCK_0000355	0	+	0	0	249,22,22
chr9	122326623	122356187	BLOCK_0000356	0	+	0	0	249,22,22
chr9	119394569	119424130	BLOCK_0000357	0	+	0	0	249,22,22
chr9	91106467	91136002	BLOCK_0000358	0	+	0	0	249,22,22
chr9	99858936	99888423	BLOCK_0000359	0	+	0	0	249,22,22
chr9	13674061	13703436	BLOCK_0000360	0	+	0	0	249,22,22
chr9	87157630	87186972	BLOCK_0000361	0	+	0	0	243,45,45
chr9	101485208	101514416	BLOCK_0000362	0	+	0	0	249,22,22
chr9	104164923	104194053	BLOCK_0000363	0	+	0	0	243,45,45
chr9	37873397	37902486	BLOCK_0000364	0	+	0	0	255,0,0
chr9	29868639	29897669	BLOCK_0000365	0	+	0	0	243,45,45
chr9	110838745	110867734	BLOCK_0000366	0	+	0	0	249,22,22
chr9	86433037	86461989	BLOCK_0000367	0	+	0	0	249,22,22
chr9	37686792	37715724	BLOCK_0000368	0	+	0	0	243,45,45
chr9	84777457	84806341	BLOCK_0000369	0	+	0	0	249,22,22
chr9	123941085	123969834	BLOCK_0000370	0	+	0	0	249,22,22
chr9	75295593	75324333	BLOCK_0000371	0	+	0	0	243,45,45
chr9	94047119	94075850	BLOCK_0000372	0	+	0	0	249,22,22
chr9	21063722	21092410	BLOCK_0000373	0	+	0	0	249,22,22
chr9	16730097	16758776	BLOCK_0000374	0	+	0	0	243,45,45
chr9	77630737	77659398	BLOCK_0000375	0	+	0	0	249,22,22
chr9	119950283	119978893	BLOCK_0000376	0	+	0	0	249,22,22
chr9	75679055	75707608	BLOCK_0000377	0	+	0	0	249,22,22
chr9	91228728	91257253	BLOCK_0000378	0	+	0	0	249,22,22
chr9	24435918	24464430	BLOCK_0000379	0	+	0	0	249,22,22
chr9	74341843	74370314	BLOCK_0000380	0	+	0	0	249,22,22
chr9	3869844	3898271	BLOCK_0000381	0	+	0	0	243,45,45
chr9	118983020	119011391	BLOCK_0000382	0	+	0	0	249,22,22
chr9	106659817	106688185	BLOCK_0000383	0	+	0	0	249,22,22
chr9	91154126	91182487	BLOCK_0000384	0	+	0	0	249,22,22
