track name="1000G,CEPH,WP" description="Data: 1000 Genomes Project phase 1 release 3; Population: CEPH; D' CI method: WP; High LD SNPs proportion: 95%" itemRgb="on"
chr3	17232635	17330649	BLOCK_0000030	0	+	0	0	238,68,68
chr3	94366195	94463689	BLOCK_0000031	0	+	0	0	232,90,90
chr3	48282021	48378500	BLOCK_0000032	0	+	0	0	238,68,68
chr3	108691757	108788070	BLOCK_0000033	0	+	0	0	226,113,113
chr3	58993985	59089003	BLOCK_0000034	0	+	0	0	238,68,68
chr3	109336334	109430364	BLOCK_0000035	0	+	0	0	243,45,45
chr3	109537322	109631185	BLOCK_0000036	0	+	0	0	232,90,90
chr3	97529147	97622697	BLOCK_0000037	0	+	0	0	238,68,68
chr3	75007292	75100364	BLOCK_0000038	0	+	0	0	232,90,90
chr3	163793112	163885059	BLOCK_0000039	0	+	0	0	232,90,90
chr3	19031322	19123207	BLOCK_0000040	0	+	0	0	226,113,113
chr3	50560693	50652469	BLOCK_0000041	0	+	0	0	238,68,68
chr3	163894951	163985857	BLOCK_0000042	0	+	0	0	232,90,90
chr3	38212257	38302912	BLOCK_0000043	0	+	0	0	238,68,68
chr3	52617802	52708429	BLOCK_0000044	0	+	0	0	232,90,90
chr3	43513028	43602803	BLOCK_0000045	0	+	0	0	232,90,90
chr3	123833614	123923288	BLOCK_0000046	0	+	0	0	243,45,45
chr3	95611390	95700475	BLOCK_0000047	0	+	0	0	238,68,68
chr3	129123860	129212824	BLOCK_0000048	0	+	0	0	232,90,90
chr3	149532826	149621468	BLOCK_0000049	0	+	0	0	238,68,68
chr3	112233618	112321423	BLOCK_0000050	0	+	0	0	238,68,68
chr3	175581456	175668856	BLOCK_0000051	0	+	0	0	238,68,68
chr3	88138005	88224304	BLOCK_0000052	0	+	0	0	232,90,90
chr3	132184093	132269435	BLOCK_0000053	0	+	0	0	243,45,45
chr3	172471102	172555915	BLOCK_0000054	0	+	0	0	232,90,90
chr3	47738169	47822877	BLOCK_0000055	0	+	0	0	238,68,68
chr3	155586826	155671022	BLOCK_0000056	0	+	0	0	232,90,90
chr3	79200361	79284436	BLOCK_0000057	0	+	0	0	232,90,90
chr3	103288857	103371210	BLOCK_0000058	0	+	0	0	226,113,113
chr3	26182104	26264049	BLOCK_0000059	0	+	0	0	232,90,90
chr3	180441172	180523095	BLOCK_0000060	0	+	0	0	232,90,90
chr3	31179339	31261252	BLOCK_0000061	0	+	0	0	238,68,68
chr3	84468297	84549851	BLOCK_0000062	0	+	0	0	232,90,90
chr3	38452877	38533335	BLOCK_0000063	0	+	0	0	238,68,68
chr3	169829868	169910111	BLOCK_0000064	0	+	0	0	238,68,68
chr3	164662727	164742891	BLOCK_0000065	0	+	0	0	226,113,113
chr3	191933974	192014121	BLOCK_0000066	0	+	0	0	238,68,68
chr3	110220510	110299944	BLOCK_0000067	0	+	0	0	232,90,90
chr3	95967949	96046709	BLOCK_0000068	0	+	0	0	238,68,68
chr3	130806339	130884749	BLOCK_0000069	0	+	0	0	238,68,68
chr3	162912448	162990671	BLOCK_0000070	0	+	0	0	243,45,45
chr3	89696352	89773993	BLOCK_0000071	0	+	0	0	243,45,45
chr3	74793893	74870885	BLOCK_0000072	0	+	0	0	232,90,90
chr3	75161176	75238154	BLOCK_0000073	0	+	0	0	232,90,90
chr3	80745118	80821621	BLOCK_0000074	0	+	0	0	232,90,90
chr3	180649568	180726056	BLOCK_0000075	0	+	0	0	238,68,68
chr3	97809070	97885397	BLOCK_0000076	0	+	0	0	226,113,113
chr3	17919422	17995622	BLOCK_0000077	0	+	0	0	238,68,68
chr3	42623961	42699716	BLOCK_0000078	0	+	0	0	238,68,68
chr3	163631764	163707503	BLOCK_0000079	0	+	0	0	232,90,90
chr3	111167783	111243278	BLOCK_0000080	0	+	0	0	232,90,90
chr3	182005354	182080586	BLOCK_0000081	0	+	0	0	243,45,45
chr3	101195296	101269942	BLOCK_0000082	0	+	0	0	232,90,90
chr3	146111869	146186189	BLOCK_0000083	0	+	0	0	238,68,68
chr3	144991568	145065706	BLOCK_0000084	0	+	0	0	226,113,113
chr3	51062970	51136853	BLOCK_0000085	0	+	0	0	232,90,90
chr3	97998239	98072057	BLOCK_0000086	0	+	0	0	238,68,68
chr3	184987115	185060911	BLOCK_0000087	0	+	0	0	232,90,90
chr3	180727215	180799879	BLOCK_0000088	0	+	0	0	243,45,45
chr3	166918508	166991090	BLOCK_0000089	0	+	0	0	238,68,68
chr3	122902918	122975395	BLOCK_0000090	0	+	0	0	238,68,68
chr3	125694156	125766262	BLOCK_0000091	0	+	0	0	232,90,90
chr3	69837535	69909425	BLOCK_0000092	0	+	0	0	232,90,90
chr3	12124003	12195622	BLOCK_0000093	0	+	0	0	238,68,68
chr3	162644967	162716492	BLOCK_0000094	0	+	0	0	238,68,68
chr3	177934259	178005783	BLOCK_0000095	0	+	0	0	243,45,45
chr3	102014257	102085617	BLOCK_0000096	0	+	0	0	243,45,45
chr3	97167898	97239210	BLOCK_0000097	0	+	0	0	243,45,45
chr3	57599089	57670375	BLOCK_0000098	0	+	0	0	238,68,68
chr3	171409603	171480885	BLOCK_0000099	0	+	0	0	243,45,45
chr3	94650262	94721501	BLOCK_0000100	0	+	0	0	238,68,68
chr3	140311901	140383011	BLOCK_0000101	0	+	0	0	238,68,68
chr3	57227280	57297737	BLOCK_0000102	0	+	0	0	243,45,45
chr3	192669283	192739717	BLOCK_0000103	0	+	0	0	226,113,113
chr3	113430299	113500655	BLOCK_0000104	0	+	0	0	243,45,45
chr3	80671594	80741924	BLOCK_0000105	0	+	0	0	232,90,90
chr3	113168175	113238375	BLOCK_0000106	0	+	0	0	238,68,68
chr3	46340285	46410137	BLOCK_0000107	0	+	0	0	238,68,68
chr3	57864762	57934374	BLOCK_0000108	0	+	0	0	243,45,45
chr3	78814331	78883774	BLOCK_0000109	0	+	0	0	243,45,45
chr3	28138838	28207763	BLOCK_0000110	0	+	0	0	232,90,90
chr3	110655588	110724133	BLOCK_0000111	0	+	0	0	243,45,45
chr3	164433580	164501983	BLOCK_0000112	0	+	0	0	243,45,45
chr3	105085398	105153778	BLOCK_0000113	0	+	0	0	243,45,45
chr3	121547527	121615679	BLOCK_0000114	0	+	0	0	238,68,68
chr3	168093442	168161338	BLOCK_0000115	0	+	0	0	238,68,68
chr3	157844058	157911735	BLOCK_0000116	0	+	0	0	232,90,90
chr3	48844059	48911647	BLOCK_0000117	0	+	0	0	243,45,45
chr3	77883690	77951122	BLOCK_0000118	0	+	0	0	238,68,68
chr3	175768094	175835461	BLOCK_0000119	0	+	0	0	232,90,90
chr3	76018165	76085267	BLOCK_0000120	0	+	0	0	238,68,68
chr3	88379288	88446373	BLOCK_0000121	0	+	0	0	238,68,68
chr3	25636344	25703400	BLOCK_0000122	0	+	0	0	243,45,45
chr3	164591835	164658624	BLOCK_0000123	0	+	0	0	243,45,45
chr3	31075388	31142145	BLOCK_0000124	0	+	0	0	243,45,45
chr3	30914340	30981088	BLOCK_0000125	0	+	0	0	238,68,68
chr3	102126943	102193445	BLOCK_0000126	0	+	0	0	243,45,45
chr3	89289709	89355632	BLOCK_0000127	0	+	0	0	243,45,45
chr3	48979231	49044767	BLOCK_0000128	0	+	0	0	243,45,45
chr3	51189014	51254463	BLOCK_0000129	0	+	0	0	238,68,68
chr3	158358648	158423853	BLOCK_0000130	0	+	0	0	238,68,68
chr3	127803163	127868321	BLOCK_0000131	0	+	0	0	243,45,45
chr3	97903600	97968744	BLOCK_0000132	0	+	0	0	221,136,136
chr3	19789497	19854531	BLOCK_0000133	0	+	0	0	238,68,68
chr3	102550595	102615392	BLOCK_0000134	0	+	0	0	226,113,113
chr3	170671990	170736708	BLOCK_0000135	0	+	0	0	238,68,68
chr3	107873527	107938240	BLOCK_0000136	0	+	0	0	232,90,90
chr3	166148892	166213293	BLOCK_0000137	0	+	0	0	243,45,45
chr3	13374490	13438830	BLOCK_0000138	0	+	0	0	243,45,45
chr3	80946445	81010695	BLOCK_0000139	0	+	0	0	238,68,68
chr3	26117140	26181011	BLOCK_0000140	0	+	0	0	238,68,68
chr3	123614317	123678162	BLOCK_0000141	0	+	0	0	243,45,45
chr3	153953118	154016635	BLOCK_0000142	0	+	0	0	243,45,45
chr3	39536407	39599907	BLOCK_0000143	0	+	0	0	232,90,90
chr3	45727761	45791243	BLOCK_0000144	0	+	0	0	232,90,90
chr3	140558859	140622303	BLOCK_0000145	0	+	0	0	238,68,68
chr3	137780145	137843476	BLOCK_0000146	0	+	0	0	243,45,45
chr3	84073786	84136960	BLOCK_0000147	0	+	0	0	243,45,45
chr3	168502542	168565662	BLOCK_0000148	0	+	0	0	243,45,45
chr3	40425618	40488713	BLOCK_0000149	0	+	0	0	238,68,68
chr3	85588962	85652015	BLOCK_0000150	0	+	0	0	226,113,113
chr3	141217954	141280996	BLOCK_0000151	0	+	0	0	243,45,45
chr3	49789664	49852419	BLOCK_0000152	0	+	0	0	238,68,68
chr3	164983907	165046449	BLOCK_0000153	0	+	0	0	238,68,68
chr3	35607221	35669724	BLOCK_0000154	0	+	0	0	232,90,90
chr3	143869912	143932344	BLOCK_0000155	0	+	0	0	243,45,45
chr3	16290167	16352518	BLOCK_0000156	0	+	0	0	243,45,45
chr3	94059437	94121711	BLOCK_0000157	0	+	0	0	238,68,68
chr3	10096133	10158302	BLOCK_0000158	0	+	0	0	238,68,68
chr3	15790775	15852698	BLOCK_0000159	0	+	0	0	243,45,45
chr3	164083657	164145554	BLOCK_0000160	0	+	0	0	226,113,113
chr3	41109561	41171177	BLOCK_0000161	0	+	0	0	243,45,45
chr3	45954339	46015933	BLOCK_0000162	0	+	0	0	238,68,68
chr3	103551653	103612973	BLOCK_0000163	0	+	0	0	238,68,68
chr3	161223322	161284642	BLOCK_0000164	0	+	0	0	243,45,45
chr3	86611381	86672470	BLOCK_0000165	0	+	0	0	238,68,68
chr3	97629438	97690323	BLOCK_0000166	0	+	0	0	243,45,45
chr3	128429553	128490273	BLOCK_0000167	0	+	0	0	238,68,68
chr3	108355241	108415595	BLOCK_0000168	0	+	0	0	243,45,45
chr3	140661202	140721480	BLOCK_0000169	0	+	0	0	238,68,68
chr3	183678342	183738579	BLOCK_0000170	0	+	0	0	243,45,45
chr3	150128154	150188335	BLOCK_0000171	0	+	0	0	249,22,22
chr3	193301531	193361617	BLOCK_0000172	0	+	0	0	243,45,45
chr3	96061343	96121418	BLOCK_0000173	0	+	0	0	238,68,68
chr3	76860135	76920196	BLOCK_0000174	0	+	0	0	238,68,68
chr3	104288181	104348000	BLOCK_0000175	0	+	0	0	238,68,68
chr3	134300768	134360579	BLOCK_0000176	0	+	0	0	238,68,68
chr3	138875086	138934743	BLOCK_0000177	0	+	0	0	238,68,68
chr3	19699002	19758646	BLOCK_0000178	0	+	0	0	243,45,45
chr3	98493131	98552764	BLOCK_0000179	0	+	0	0	249,22,22
chr3	96346738	96406364	BLOCK_0000180	0	+	0	0	221,136,136
chr3	161009144	161068644	BLOCK_0000181	0	+	0	0	243,45,45
chr3	89858163	89917539	BLOCK_0000182	0	+	0	0	243,45,45
chr3	121623297	121682388	BLOCK_0000183	0	+	0	0	226,113,113
chr3	144108891	144167844	BLOCK_0000184	0	+	0	0	249,22,22
chr3	42740860	42799765	BLOCK_0000185	0	+	0	0	243,45,45
chr3	146402194	146461064	BLOCK_0000186	0	+	0	0	238,68,68
chr3	31628795	31687525	BLOCK_0000187	0	+	0	0	243,45,45
chr3	59237106	59295732	BLOCK_0000188	0	+	0	0	243,45,45
chr3	48412246	48470756	BLOCK_0000189	0	+	0	0	249,22,22
chr3	99095140	99153530	BLOCK_0000190	0	+	0	0	238,68,68
chr3	25765743	25824017	BLOCK_0000191	0	+	0	0	238,68,68
chr3	103811285	103869519	BLOCK_0000192	0	+	0	0	238,68,68
chr3	108294762	108352979	BLOCK_0000193	0	+	0	0	243,45,45
chr3	163158565	163216749	BLOCK_0000194	0	+	0	0	238,68,68
chr3	153780407	153838553	BLOCK_0000195	0	+	0	0	238,68,68
chr3	116951755	117009869	BLOCK_0000196	0	+	0	0	243,45,45
chr3	78415051	78473138	BLOCK_0000197	0	+	0	0	238,68,68
chr3	48011638	48069648	BLOCK_0000198	0	+	0	0	243,45,45
chr3	43427556	43485453	BLOCK_0000199	0	+	0	0	243,45,45
chr3	44464946	44522804	BLOCK_0000200	0	+	0	0	243,45,45
chr3	168424231	168482000	BLOCK_0000201	0	+	0	0	243,45,45
chr3	31396729	31454444	BLOCK_0000202	0	+	0	0	243,45,45
chr3	113363762	113421321	BLOCK_0000203	0	+	0	0	243,45,45
chr3	151784582	151842129	BLOCK_0000204	0	+	0	0	243,45,45
chr3	102465694	102523229	BLOCK_0000205	0	+	0	0	238,68,68
chr3	76797113	76854466	BLOCK_0000206	0	+	0	0	238,68,68
chr3	103643576	103700909	BLOCK_0000207	0	+	0	0	243,45,45
chr3	83679746	83736867	BLOCK_0000208	0	+	0	0	243,45,45
chr3	120820829	120877561	BLOCK_0000209	0	+	0	0	243,45,45
chr3	17414107	17470827	BLOCK_0000210	0	+	0	0	243,45,45
chr3	153575281	153631563	BLOCK_0000211	0	+	0	0	238,68,68
chr3	94289857	94346008	BLOCK_0000212	0	+	0	0	238,68,68
chr3	80190685	80246708	BLOCK_0000213	0	+	0	0	238,68,68
chr3	95723915	95779923	BLOCK_0000214	0	+	0	0	238,68,68
chr3	99704861	99760864	BLOCK_0000215	0	+	0	0	249,22,22
chr3	135548161	135603907	BLOCK_0000216	0	+	0	0	243,45,45
chr3	143636421	143692018	BLOCK_0000217	0	+	0	0	232,90,90
chr3	84387964	84443114	BLOCK_0000218	0	+	0	0	238,68,68
chr3	30993866	31048958	BLOCK_0000219	0	+	0	0	238,68,68
chr3	169948747	170003774	BLOCK_0000220	0	+	0	0	243,45,45
chr3	87631715	87686689	BLOCK_0000221	0	+	0	0	232,90,90
chr3	162450179	162505123	BLOCK_0000222	0	+	0	0	243,45,45
chr3	52899284	52954169	BLOCK_0000223	0	+	0	0	249,22,22
chr3	78155983	78210709	BLOCK_0000224	0	+	0	0	243,45,45
chr3	117767360	117822025	BLOCK_0000225	0	+	0	0	238,68,68
chr3	35800767	35855381	BLOCK_0000226	0	+	0	0	243,45,45
chr3	38863972	38918575	BLOCK_0000227	0	+	0	0	243,45,45
chr3	153289784	153344218	BLOCK_0000228	0	+	0	0	243,45,45
chr3	84611405	84665789	BLOCK_0000229	0	+	0	0	243,45,45
chr3	36422403	36476497	BLOCK_0000230	0	+	0	0	243,45,45
chr3	169672878	169726930	BLOCK_0000231	0	+	0	0	243,45,45
chr3	12329783	12383714	BLOCK_0000232	0	+	0	0	238,68,68
chr3	131273835	131327619	BLOCK_0000233	0	+	0	0	243,45,45
chr3	151195512	151249245	BLOCK_0000234	0	+	0	0	238,68,68
chr3	130705077	130758746	BLOCK_0000235	0	+	0	0	249,22,22
chr3	107244359	107297910	BLOCK_0000236	0	+	0	0	243,45,45
chr3	132539732	132593271	BLOCK_0000237	0	+	0	0	238,68,68
chr3	110166956	110220424	BLOCK_0000238	0	+	0	0	243,45,45
chr3	181125156	181178572	BLOCK_0000239	0	+	0	0	249,22,22
chr3	131175263	131228635	BLOCK_0000240	0	+	0	0	243,45,45
chr3	196614850	196668169	BLOCK_0000241	0	+	0	0	238,68,68
chr3	164307736	164360759	BLOCK_0000242	0	+	0	0	238,68,68
chr3	142194036	142247052	BLOCK_0000243	0	+	0	0	238,68,68
chr3	123982972	124035865	BLOCK_0000244	0	+	0	0	243,45,45
chr3	51355206	51408051	BLOCK_0000245	0	+	0	0	249,22,22
chr3	94949124	95001943	BLOCK_0000246	0	+	0	0	243,45,45
chr3	157757557	157810269	BLOCK_0000247	0	+	0	0	243,45,45
chr3	119441530	119494166	BLOCK_0000248	0	+	0	0	249,22,22
chr3	46219833	46272440	BLOCK_0000249	0	+	0	0	238,68,68
chr3	99959282	100011853	BLOCK_0000250	0	+	0	0	243,45,45
chr3	87239338	87291880	BLOCK_0000251	0	+	0	0	243,45,45
chr3	8936268	8988809	BLOCK_0000252	0	+	0	0	226,113,113
chr3	50725691	50778204	BLOCK_0000253	0	+	0	0	243,45,45
chr3	144713195	144765679	BLOCK_0000254	0	+	0	0	232,90,90
chr3	102737947	102790387	BLOCK_0000255	0	+	0	0	249,22,22
chr3	82635918	82688170	BLOCK_0000256	0	+	0	0	238,68,68
chr3	36126700	36178950	BLOCK_0000257	0	+	0	0	238,68,68
chr3	154623885	154676122	BLOCK_0000258	0	+	0	0	249,22,22
chr3	47617458	47669549	BLOCK_0000259	0	+	0	0	243,45,45
chr3	158978296	159030345	BLOCK_0000260	0	+	0	0	243,45,45
chr3	114971548	115023593	BLOCK_0000261	0	+	0	0	243,45,45
chr3	163740536	163792571	BLOCK_0000262	0	+	0	0	238,68,68
chr3	192910263	192962258	BLOCK_0000263	0	+	0	0	243,45,45
chr3	147888030	147940024	BLOCK_0000264	0	+	0	0	243,45,45
chr3	165381869	165433668	BLOCK_0000265	0	+	0	0	243,45,45
chr3	79710734	79762528	BLOCK_0000266	0	+	0	0	238,68,68
chr3	56618642	56670420	BLOCK_0000267	0	+	0	0	243,45,45
chr3	95884685	95936391	BLOCK_0000268	0	+	0	0	243,45,45
chr3	169248763	169300219	BLOCK_0000269	0	+	0	0	243,45,45
chr3	164523210	164574537	BLOCK_0000270	0	+	0	0	238,68,68
chr3	40710696	40762022	BLOCK_0000271	0	+	0	0	243,45,45
chr3	152044680	152095992	BLOCK_0000272	0	+	0	0	243,45,45
chr3	156700986	156752230	BLOCK_0000273	0	+	0	0	243,45,45
chr3	49671186	49722356	BLOCK_0000274	0	+	0	0	243,45,45
chr3	164862915	164914055	BLOCK_0000275	0	+	0	0	243,45,45
chr3	117833880	117884913	BLOCK_0000276	0	+	0	0	243,45,45
chr3	94562501	94613530	BLOCK_0000277	0	+	0	0	226,113,113
chr3	74559333	74610327	BLOCK_0000278	0	+	0	0	243,45,45
chr3	110860399	110911392	BLOCK_0000279	0	+	0	0	249,22,22
chr3	175963724	176014691	BLOCK_0000280	0	+	0	0	249,22,22
chr3	86910329	86961118	BLOCK_0000281	0	+	0	0	243,45,45
chr3	103960764	104011455	BLOCK_0000282	0	+	0	0	243,45,45
chr3	104457618	104508259	BLOCK_0000283	0	+	0	0	243,45,45
chr3	50869143	50919626	BLOCK_0000284	0	+	0	0	243,45,45
chr3	173341970	173392388	BLOCK_0000285	0	+	0	0	243,45,45
chr3	175671153	175721556	BLOCK_0000286	0	+	0	0	238,68,68
chr3	68530671	68581012	BLOCK_0000287	0	+	0	0	238,68,68
chr3	105983106	106033336	BLOCK_0000288	0	+	0	0	238,68,68
chr3	137139538	137189600	BLOCK_0000289	0	+	0	0	226,113,113
chr3	154935262	154984971	BLOCK_0000290	0	+	0	0	249,22,22
chr3	131378914	131428611	BLOCK_0000291	0	+	0	0	249,22,22
chr3	62966422	63016095	BLOCK_0000292	0	+	0	0	232,90,90
chr3	53312915	53362565	BLOCK_0000293	0	+	0	0	243,45,45
chr3	82517313	82566885	BLOCK_0000294	0	+	0	0	243,45,45
chr3	86746944	86796492	BLOCK_0000295	0	+	0	0	243,45,45
chr3	30375526	30424930	BLOCK_0000296	0	+	0	0	243,45,45
chr3	83001328	83050728	BLOCK_0000297	0	+	0	0	238,68,68
chr3	150976263	151025568	BLOCK_0000298	0	+	0	0	249,22,22
chr3	86675508	86724694	BLOCK_0000299	0	+	0	0	249,22,22
chr3	173257605	173306747	BLOCK_0000300	0	+	0	0	249,22,22
chr3	100926225	100975293	BLOCK_0000301	0	+	0	0	243,45,45
chr3	111954745	112003421	BLOCK_0000302	0	+	0	0	232,90,90
chr3	110010278	110058945	BLOCK_0000303	0	+	0	0	243,45,45
chr3	121476048	121524696	BLOCK_0000304	0	+	0	0	238,68,68
chr3	80875909	80924490	BLOCK_0000305	0	+	0	0	238,68,68
chr3	177872315	177920881	BLOCK_0000306	0	+	0	0	249,22,22
chr3	52710636	52759169	BLOCK_0000307	0	+	0	0	249,22,22
chr3	44362408	44410866	BLOCK_0000308	0	+	0	0	249,22,22
chr3	130995845	131044293	BLOCK_0000309	0	+	0	0	249,22,22
chr3	182255600	182304010	BLOCK_0000310	0	+	0	0	249,22,22
chr3	148270064	148318399	BLOCK_0000311	0	+	0	0	238,68,68
chr3	176083945	176132254	BLOCK_0000312	0	+	0	0	243,45,45
chr3	100979826	101027917	BLOCK_0000313	0	+	0	0	243,45,45
chr3	44248335	44296403	BLOCK_0000314	0	+	0	0	243,45,45
chr3	123774706	123822718	BLOCK_0000315	0	+	0	0	243,45,45
chr3	87323060	87371054	BLOCK_0000316	0	+	0	0	238,68,68
chr3	126433601	126481371	BLOCK_0000317	0	+	0	0	243,45,45
chr3	114368193	114415926	BLOCK_0000318	0	+	0	0	249,22,22
chr3	162188992	162236534	BLOCK_0000319	0	+	0	0	243,45,45
chr3	40252903	40300405	BLOCK_0000320	0	+	0	0	243,45,45
chr3	28519046	28566476	BLOCK_0000321	0	+	0	0	243,45,45
chr3	147546076	147593474	BLOCK_0000322	0	+	0	0	243,45,45
chr3	27327965	27375345	BLOCK_0000323	0	+	0	0	243,45,45
chr3	165502724	165550036	BLOCK_0000324	0	+	0	0	243,45,45
chr3	182757084	182804385	BLOCK_0000325	0	+	0	0	249,22,22
chr3	111110391	111157674	BLOCK_0000326	0	+	0	0	243,45,45
chr3	152434714	152481845	BLOCK_0000327	0	+	0	0	249,22,22
chr3	135480768	135527891	BLOCK_0000328	0	+	0	0	249,22,22
chr3	27143738	27190858	BLOCK_0000329	0	+	0	0	249,22,22
chr3	151853704	151900719	BLOCK_0000330	0	+	0	0	238,68,68
chr3	109151425	109198367	BLOCK_0000331	0	+	0	0	243,45,45
chr3	83952627	83999564	BLOCK_0000332	0	+	0	0	243,45,45
chr3	159838918	159885832	BLOCK_0000333	0	+	0	0	243,45,45
chr3	191340170	191387076	BLOCK_0000334	0	+	0	0	238,68,68
chr3	110398228	110445107	BLOCK_0000335	0	+	0	0	249,22,22
chr3	112186751	112233578	BLOCK_0000336	0	+	0	0	243,45,45
chr3	66970249	67017056	BLOCK_0000337	0	+	0	0	238,68,68
chr3	180804471	180851257	BLOCK_0000338	0	+	0	0	249,22,22
chr3	178606227	178652829	BLOCK_0000339	0	+	0	0	243,45,45
chr3	54330455	54376948	BLOCK_0000340	0	+	0	0	243,45,45
chr3	50440426	50486895	BLOCK_0000341	0	+	0	0	249,22,22
chr3	85262223	85308584	BLOCK_0000342	0	+	0	0	243,45,45
chr3	41970230	42016559	BLOCK_0000343	0	+	0	0	238,68,68
chr3	170448383	170494696	BLOCK_0000344	0	+	0	0	249,22,22
chr3	114287450	114333634	BLOCK_0000345	0	+	0	0	249,22,22
chr3	89613494	89659485	BLOCK_0000346	0	+	0	0	243,45,45
chr3	108229122	108275105	BLOCK_0000347	0	+	0	0	243,45,45
chr3	104757097	104803025	BLOCK_0000348	0	+	0	0	232,90,90
chr3	151467763	151513663	BLOCK_0000349	0	+	0	0	243,45,45
chr3	58277327	58323174	BLOCK_0000350	0	+	0	0	238,68,68
chr3	145766831	145812636	BLOCK_0000351	0	+	0	0	249,22,22
chr3	167937519	167983323	BLOCK_0000352	0	+	0	0	249,22,22
chr3	71539405	71585144	BLOCK_0000353	0	+	0	0	243,45,45
chr3	164156595	164202275	BLOCK_0000354	0	+	0	0	243,45,45
chr3	161448021	161493558	BLOCK_0000355	0	+	0	0	243,45,45
chr3	82567156	82612650	BLOCK_0000356	0	+	0	0	243,45,45
chr3	183452125	183497506	BLOCK_0000357	0	+	0	0	243,45,45
chr3	143713835	143759054	BLOCK_0000358	0	+	0	0	243,45,45
chr3	22668754	22713924	BLOCK_0000359	0	+	0	0	243,45,45
chr3	58095945	58141042	BLOCK_0000360	0	+	0	0	243,45,45
chr3	82388686	82433772	BLOCK_0000361	0	+	0	0	243,45,45
chr3	159480328	159525389	BLOCK_0000362	0	+	0	0	249,22,22
chr3	110970396	111015409	BLOCK_0000363	0	+	0	0	249,22,22
chr3	116084960	116129964	BLOCK_0000364	0	+	0	0	243,45,45
chr3	38305141	38350075	BLOCK_0000365	0	+	0	0	243,45,45
chr3	28363559	28408472	BLOCK_0000366	0	+	0	0	243,45,45
chr3	125354220	125399127	BLOCK_0000367	0	+	0	0	243,45,45
chr3	151087637	151132544	BLOCK_0000368	0	+	0	0	249,22,22
chr3	27050781	27095656	BLOCK_0000369	0	+	0	0	249,22,22
chr3	147811475	147856294	BLOCK_0000370	0	+	0	0	243,45,45
chr3	127561653	127606448	BLOCK_0000371	0	+	0	0	243,45,45
chr3	132284537	132329325	BLOCK_0000372	0	+	0	0	249,22,22
chr3	99761908	99806645	BLOCK_0000373	0	+	0	0	249,22,22
chr3	110788941	110833671	BLOCK_0000374	0	+	0	0	243,45,45
chr3	128564604	128609311	BLOCK_0000375	0	+	0	0	243,45,45
chr3	105500218	105544863	BLOCK_0000376	0	+	0	0	243,45,45
chr3	144664169	144708781	BLOCK_0000377	0	+	0	0	243,45,45
chr3	11316143	11360744	BLOCK_0000378	0	+	0	0	243,45,45
chr3	48772714	48817289	BLOCK_0000379	0	+	0	0	249,22,22
chr3	155297946	155342514	BLOCK_0000380	0	+	0	0	243,45,45
chr3	88649396	88693866	BLOCK_0000381	0	+	0	0	243,45,45
chr3	190389827	190434153	BLOCK_0000382	0	+	0	0	243,45,45
chr3	157267725	157312028	BLOCK_0000383	0	+	0	0	243,45,45
chr3	45864732	45909024	BLOCK_0000384	0	+	0	0	249,22,22
